Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,5,0.000000,0.007200,0.007200,0.260000,0.260000,0.440000,0.260000,HARD,,
2,t02,Aperiodic,17,0.000000,0.001500,0.001500,0.020000,0.020000,0.040000,0.020000,HARD,,
3,t03,Periodic,25,0.000000,0.002200,0.002200,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,6,0.000000,0.010800,0.018000,0.210000,0.210000,0.370000,0.210000,HARD,,
5,t05,Aperiodic,12,0.000000,0.002700,0.002700,0.090000,0.090000,0.170000,0.090000,HARD,,
6,t06,Periodic,8,0.000000,0.001000,0.001000,0.140000,,,0.140000,HARD,,
7,t07,Periodic,24,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
8,t08,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
9,t09,Aperiodic,16,0.000000,0.000100,0.000100,0.020000,0.020000,0.040000,0.020000,HARD,,
10,t10,Periodic,15,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
11,t11,Periodic,22,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,13,0.000000,0.000900,0.000900,0.030000,0.030000,0.070000,0.030000,HARD,,
13,t13,Periodic,14,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
14,t14,Periodic,21,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
15,t15,Periodic,20,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
16,t16,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
17,t17,Aperiodic,7,0.000000,0.007000,0.007000,0.150000,0.150000,0.250000,0.150000,HARD,,
18,t18,Aperiodic,2,0.000000,0.010900,0.010900,0.330000,0.330000,0.550000,0.330000,HARD,,
19,t19,Periodic,1,0.000000,0.009900,0.009900,0.330000,,,0.330000,HARD,,
20,t20,Aperiodic,4,0.000000,0.009500,0.009500,0.310000,0.310000,0.530000,0.310000,HARD,,
21,t21,Aperiodic,10,0.000000,0.000100,0.000100,0.120000,0.120000,0.200000,0.120000,HARD,,
22,t22,Aperiodic,11,0.000000,0.000900,0.000900,0.090000,0.090000,0.170000,0.090000,HARD,,
23,t23,Aperiodic,9,0.000000,0.021200,0.021200,0.120000,0.120000,0.220000,0.120000,HARD,,
24,t24,Periodic,18,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,3,0.000000,0.016600,0.016600,0.310000,0.310000,0.530000,0.310000,HARD,,

