Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,3,0.000000,0.009000,0.009000,0.250000,0.250000,0.430000,0.250000,HARD,,
3,t03,Periodic,14,0.000000,0.000400,0.000400,0.060000,,,0.060000,HARD,,
4,t04,Periodic,24,0.000000,0.000300,0.000700,0.010000,,,0.010000,HARD,,
5,t05,Periodic,23,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
6,t06,Periodic,18,0.000000,0.000500,0.000500,0.030000,,,0.030000,HARD,,
7,t07,Aperiodic,9,0.000000,0.003700,0.003700,0.130000,0.130000,0.230000,0.130000,HARD,,
8,t08,Aperiodic,5,0.000000,0.005700,0.009500,0.240000,0.240000,0.400000,0.240000,HARD,,
9,t09,Aperiodic,1,0.000000,0.013100,0.013100,0.610000,0.610000,1.030000,0.610000,HARD,,
10,t10,Aperiodic,8,0.000000,0.021400,0.021400,0.140000,0.140000,0.240000,0.140000,HARD,,
11,t11,Periodic,12,0.000000,0.000800,0.000800,0.090000,,,0.090000,HARD,,
12,t12,Periodic,17,0.000000,0.002600,0.002600,0.030000,,,0.030000,HARD,,
13,t13,Aperiodic,19,0.000000,0.000600,0.000600,0.020000,0.020000,0.040000,0.020000,HARD,,
14,t14,Periodic,4,0.000000,0.012500,0.012500,0.240000,,,0.240000,HARD,,
15,t15,Periodic,22,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,13,0.000000,0.005200,0.005200,0.060000,0.060000,0.120000,0.060000,HARD,,
17,t17,Aperiodic,6,0.000000,0.008600,0.008600,0.190000,0.190000,0.330000,0.190000,HARD,,
18,t18,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,7,0.000000,0.002600,0.002600,0.180000,0.180000,0.320000,0.180000,HARD,,
20,t20,Aperiodic,16,0.000000,0.000800,0.000800,0.030000,0.030000,0.050000,0.030000,HARD,,
21,t21,Aperiodic,15,0.000000,0.003600,0.003600,0.030000,0.030000,0.050000,0.030000,HARD,,
22,t22,Aperiodic,2,0.000000,0.011100,0.011100,0.250000,0.250000,0.430000,0.250000,HARD,,
23,t23,Periodic,20,0.000000,0.000900,0.000900,0.010000,,,0.010000,HARD,,
24,t24,Aperiodic,11,0.000000,0.003800,0.003800,0.100000,0.100000,0.180000,0.100000,HARD,,
25,t25,Periodic,10,0.000000,0.001500,0.001500,0.120000,,,0.120000,HARD,,

