Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,25,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
2,t02,Periodic,18,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
3,t03,Periodic,19,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
4,t04,Periodic,16,0.000000,0.002400,0.004200,0.060000,,,0.060000,HARD,,
5,t05,Periodic,6,0.000000,0.000100,0.000300,0.140000,,,0.140000,HARD,,
6,t06,Periodic,14,0.000000,0.012700,0.012700,0.080000,,,0.080000,HARD,,
7,t07,Aperiodic,2,0.000000,0.000800,0.000800,0.340000,0.340000,0.580000,0.340000,HARD,,
8,t08,Aperiodic,9,0.000000,0.005400,0.009200,0.110000,0.110000,0.190000,0.110000,HARD,,
9,t09,Periodic,15,0.000000,0.001400,0.001400,0.070000,,,0.070000,HARD,,
10,t10,Aperiodic,11,0.000000,0.001100,0.001100,0.090000,0.090000,0.150000,0.090000,HARD,,
11,t11,Periodic,24,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
12,t12,Periodic,23,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
13,t13,Periodic,13,0.000000,0.003400,0.003400,0.080000,,,0.080000,HARD,,
14,t14,Aperiodic,5,0.000000,0.001500,0.001500,0.150000,0.150000,0.250000,0.150000,HARD,,
15,t15,Aperiodic,10,0.000000,0.008400,0.008400,0.090000,0.090000,0.170000,0.090000,HARD,,
16,t16,Aperiodic,22,0.000000,0.000300,0.000700,0.010000,0.010000,0.030000,0.010000,HARD,,
17,t17,Periodic,21,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
18,t18,Aperiodic,3,0.000000,0.012400,0.012400,0.260000,0.260000,0.440000,0.260000,HARD,,
19,t19,Periodic,20,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
20,t20,Periodic,12,0.000000,0.002400,0.002400,0.080000,,,0.080000,HARD,,
21,t21,Aperiodic,1,0.000000,0.010200,0.017000,0.380000,0.380000,0.640000,0.380000,HARD,,
22,t22,Aperiodic,4,0.000000,0.013500,0.013500,0.180000,0.180000,0.300000,0.180000,HARD,,
23,t23,Aperiodic,17,0.000000,0.003100,0.005300,0.050000,0.050000,0.090000,0.050000,HARD,,
24,t24,Aperiodic,7,0.000000,0.000900,0.001500,0.120000,0.120000,0.200000,0.120000,HARD,,
25,t25,Aperiodic,8,0.000000,0.007400,0.007400,0.110000,0.110000,0.190000,0.110000,HARD,,

