Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,10,0.000000,0.000200,0.000400,0.030000,0.030000,0.050000,0.030000,HARD,,
2,t02,Periodic,25,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,15,0.000000,0.001500,0.001500,0.020000,0.020000,0.040000,0.020000,HARD,,
4,t04,Periodic,24,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
5,t05,Aperiodic,14,0.000000,0.001100,0.001900,0.020000,0.020000,0.040000,0.020000,HARD,,
6,t06,Aperiodic,23,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
7,t07,Periodic,22,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
8,t08,Periodic,21,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
9,t09,Aperiodic,2,0.000000,0.044500,0.044500,0.610000,0.610000,1.030000,0.610000,HARD,,
10,t10,Aperiodic,9,0.000000,0.002900,0.002900,0.030000,0.030000,0.070000,0.030000,HARD,,
11,t11,Periodic,13,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
12,t12,Periodic,6,0.000000,0.008500,0.014300,0.160000,,,0.160000,HARD,,
13,t13,Aperiodic,5,0.000000,0.003500,0.003500,0.240000,0.240000,0.400000,0.240000,HARD,,
14,t14,Aperiodic,8,0.000000,0.000200,0.000200,0.030000,0.030000,0.050000,0.030000,HARD,,
15,t15,Aperiodic,12,0.000000,0.002600,0.002600,0.020000,0.020000,0.040000,0.020000,HARD,,
16,t16,Periodic,20,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
17,t17,Aperiodic,4,0.000000,0.032100,0.053700,0.540000,0.540000,0.900000,0.540000,HARD,,
18,t18,Periodic,19,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,7,0.000000,0.000100,0.000300,0.070000,0.070000,0.130000,0.070000,HARD,,
20,t20,Periodic,18,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
21,t21,Aperiodic,11,0.000000,0.000300,0.000700,0.020000,0.020000,0.040000,0.020000,HARD,,
22,t22,Periodic,1,0.000000,0.015700,0.015700,0.680000,,,0.680000,HARD,,
23,t23,Periodic,17,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
24,t24,Aperiodic,3,0.000000,0.018600,0.031000,0.570000,0.570000,0.970000,0.570000,HARD,,
25,t25,Periodic,16,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,

