Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,12,0.000000,0.003200,0.003200,0.080000,,,0.080000,HARD,,
2,t02,Periodic,20,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
3,t03,Periodic,19,0.000000,0.000300,0.000500,0.020000,,,0.020000,HARD,,
4,t04,Aperiodic,9,0.000000,0.012300,0.020500,0.160000,0.160000,0.280000,0.160000,HARD,,
5,t05,Periodic,25,0.000000,0.000500,0.000900,0.010000,,,0.010000,HARD,,
6,t06,Periodic,18,0.000000,0.000700,0.000700,0.020000,,,0.020000,HARD,,
7,t07,Periodic,5,0.000000,0.008400,0.008400,0.280000,,,0.280000,HARD,,
8,t08,Aperiodic,11,0.000000,0.002200,0.002200,0.080000,0.080000,0.140000,0.080000,HARD,,
9,t09,Aperiodic,8,0.000000,0.006300,0.006300,0.160000,0.160000,0.280000,0.160000,HARD,,
10,t10,Aperiodic,14,0.000000,0.001800,0.003000,0.030000,0.030000,0.070000,0.030000,HARD,,
11,t11,Aperiodic,24,0.000000,0.000500,0.000900,0.010000,0.010000,0.030000,0.010000,HARD,,
12,t12,Periodic,17,0.000000,0.000300,0.000500,0.020000,,,0.020000,HARD,,
13,t13,Aperiodic,13,0.000000,0.001100,0.001100,0.030000,0.030000,0.070000,0.030000,HARD,,
14,t14,Periodic,6,0.000000,0.003400,0.003400,0.200000,,,0.200000,HARD,,
15,t15,Periodic,23,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,10,0.000000,0.010600,0.010600,0.100000,0.100000,0.180000,0.100000,HARD,,
17,t17,Aperiodic,16,0.000000,0.000400,0.000800,0.020000,0.020000,0.040000,0.020000,HARD,,
18,t18,Aperiodic,7,0.000000,0.014600,0.014600,0.170000,0.170000,0.290000,0.170000,HARD,,
19,t19,Periodic,22,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
20,t20,Periodic,15,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
21,t21,Aperiodic,3,0.000000,0.018400,0.018400,0.610000,0.610000,1.030000,0.610000,HARD,,
22,t22,Aperiodic,2,0.000000,0.070200,0.070200,0.660000,0.660000,1.100000,0.660000,HARD,,
23,t23,Aperiodic,1,0.000000,0.006100,0.010300,0.700000,0.700000,1.180000,0.700000,HARD,,
24,t24,Periodic,21,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,4,0.000000,0.013200,0.013200,0.450000,0.450000,0.770000,0.450000,HARD,,

