Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,21,0.000000,0.000400,0.000400,0.020000,,,0.020000,HARD,,
2,t02,Aperiodic,20,0.000000,0.001700,0.001700,0.020000,0.020000,0.040000,0.020000,HARD,,
3,t03,Aperiodic,14,0.000000,0.000300,0.000300,0.070000,0.070000,0.130000,0.070000,HARD,,
4,t04,Periodic,10,0.000000,0.000100,0.000300,0.100000,,,0.100000,HARD,,
5,t05,Periodic,3,0.000000,0.011000,0.018400,0.320000,,,0.320000,HARD,,
6,t06,Periodic,6,0.000000,0.003100,0.003100,0.160000,,,0.160000,HARD,,
7,t07,Periodic,17,0.000000,0.003300,0.003300,0.040000,,,0.040000,HARD,,
8,t08,Periodic,13,0.000000,0.001000,0.001000,0.080000,,,0.080000,HARD,,
9,t09,Periodic,25,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
10,t10,Periodic,15,0.000000,0.001700,0.001700,0.060000,,,0.060000,HARD,,
11,t11,Aperiodic,16,0.000000,0.000900,0.000900,0.040000,0.040000,0.080000,0.040000,HARD,,
12,t12,Periodic,24,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
13,t13,Periodic,5,0.000000,0.001100,0.001100,0.200000,,,0.200000,HARD,,
14,t14,Aperiodic,9,0.000000,0.003100,0.003100,0.120000,0.120000,0.220000,0.120000,HARD,,
15,t15,Aperiodic,11,0.000000,0.003700,0.003700,0.090000,0.090000,0.150000,0.090000,HARD,,
16,t16,Periodic,4,0.000000,0.007800,0.007800,0.300000,,,0.300000,HARD,,
17,t17,Periodic,12,0.000000,0.003900,0.003900,0.080000,,,0.080000,HARD,,
18,t18,Periodic,7,0.000000,0.004800,0.004800,0.150000,,,0.150000,HARD,,
19,t19,Periodic,23,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
20,t20,Aperiodic,8,0.000000,0.007000,0.007000,0.140000,0.140000,0.240000,0.140000,HARD,,
21,t21,Periodic,19,0.000000,0.002200,0.002200,0.030000,,,0.030000,HARD,,
22,t22,Aperiodic,1,0.000000,0.052200,0.052200,0.700000,0.700000,1.180000,0.700000,HARD,,
23,t23,Periodic,18,0.000000,0.000700,0.000700,0.030000,,,0.030000,HARD,,
24,t24,Periodic,22,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,2,0.000000,0.066600,0.066600,0.400000,0.400000,0.680000,0.400000,HARD,,

