Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,12,0.000000,0.028500,0.028500,0.140000,,,0.140000,HARD,,
2,t02,Periodic,25,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
3,t03,Periodic,24,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
4,t04,Periodic,19,0.000000,0.019000,0.019000,0.020000,,,0.020000,HARD,,
5,t05,Aperiodic,8,0.000000,0.314600,0.314600,0.420000,0.420000,0.720000,0.420000,HARD,,
6,t06,Aperiodic,15,0.000000,0.023900,0.039900,0.060000,0.060000,0.100000,0.060000,HARD,,
7,t07,Aperiodic,17,0.000000,0.017000,0.017000,0.040000,0.040000,0.080000,0.040000,HARD,,
8,t08,Periodic,18,0.000000,0.004500,0.004500,0.020000,,,0.020000,HARD,,
9,t09,Aperiodic,13,0.000000,0.028300,0.028300,0.120000,0.120000,0.200000,0.120000,HARD,,
10,t10,Aperiodic,9,0.000000,0.037300,0.037300,0.290000,0.290000,0.490000,0.290000,HARD,,
11,t11,Aperiodic,6,0.000000,0.086100,0.086100,0.460000,0.460000,0.780000,0.460000,HARD,,
12,t12,Periodic,16,0.000000,0.012200,0.012200,0.040000,,,0.040000,HARD,,
13,t13,Aperiodic,5,0.000000,0.106100,0.106100,0.490000,0.490000,0.830000,0.490000,HARD,,
14,t14,Aperiodic,7,0.000000,0.041600,0.041600,0.450000,0.450000,0.750000,0.450000,HARD,,
15,t15,Aperiodic,11,0.000000,0.096500,0.096500,0.200000,0.200000,0.340000,0.200000,HARD,,
16,t16,Periodic,23,0.000000,0.004800,0.008200,0.010000,,,0.010000,HARD,,
17,t17,Periodic,22,0.000000,0.009400,0.009400,0.010000,,,0.010000,HARD,,
18,t18,Aperiodic,4,0.000000,0.010000,0.010000,0.500000,0.500000,0.840000,0.500000,HARD,,
19,t19,Aperiodic,1,0.000000,0.000400,0.000400,0.530000,0.530000,0.890000,0.530000,HARD,,
20,t20,Periodic,21,0.000000,0.003000,0.003000,0.010000,,,0.010000,HARD,,
21,t21,Periodic,3,0.000000,0.281400,0.281400,0.520000,,,0.520000,HARD,,
22,t22,Aperiodic,10,0.000000,0.023800,0.023800,0.240000,0.240000,0.420000,0.240000,HARD,,
23,t23,Periodic,2,0.000000,0.155400,0.155400,0.520000,,,0.520000,HARD,,
24,t24,Periodic,20,0.000000,0.007400,0.007400,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,14,0.000000,0.059900,0.059900,0.080000,0.080000,0.140000,0.080000,HARD,,

