Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,9,0.000000,0.001900,0.003300,0.110000,0.110000,0.190000,0.110000,HARD,,
2,t02,Aperiodic,13,0.000000,0.001200,0.001200,0.050000,0.050000,0.090000,0.050000,HARD,,
3,t03,Aperiodic,6,0.000000,0.014400,0.014400,0.300000,0.300000,0.500000,0.300000,HARD,,
4,t04,Aperiodic,1,0.000000,0.084400,0.084400,0.660000,0.660000,1.100000,0.660000,HARD,,
5,t05,Periodic,20,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
6,t06,Periodic,10,0.000000,0.005400,0.005400,0.090000,,,0.090000,HARD,,
7,t07,Periodic,2,0.000000,0.081000,0.081000,0.600000,,,0.600000,HARD,,
8,t08,Aperiodic,11,0.000000,0.001800,0.003000,0.060000,0.060000,0.100000,0.060000,HARD,,
9,t09,Periodic,19,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
10,t10,Aperiodic,4,0.000000,0.050700,0.050700,0.560000,0.560000,0.940000,0.560000,HARD,,
11,t11,Periodic,14,0.000000,0.001800,0.001800,0.020000,,,0.020000,HARD,,
12,t12,Periodic,12,0.000000,0.003300,0.003300,0.050000,,,0.050000,HARD,,
13,t13,Aperiodic,8,0.000000,0.009400,0.009400,0.200000,0.200000,0.340000,0.200000,HARD,,
14,t14,Aperiodic,3,0.000000,0.023600,0.023600,0.570000,0.570000,0.970000,0.570000,HARD,,
15,t15,Aperiodic,5,0.000000,0.019400,0.019400,0.400000,0.400000,0.680000,0.400000,HARD,,
16,t16,Aperiodic,7,0.000000,0.017600,0.017600,0.210000,0.210000,0.350000,0.210000,HARD,,
17,t17,Periodic,18,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
18,t18,Periodic,17,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
19,t19,Periodic,16,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
20,t20,Periodic,15,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,

