Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,12,0.000000,0.001100,0.001100,0.030000,0.030000,0.070000,0.030000,HARD,,
3,t03,Periodic,8,0.000000,0.000300,0.000300,0.040000,,,0.040000,HARD,,
4,t04,Aperiodic,1,0.000000,0.011100,0.011100,0.480000,0.480000,0.800000,0.480000,HARD,,
5,t05,Aperiodic,6,0.000000,0.002100,0.002100,0.060000,0.060000,0.100000,0.060000,HARD,,
6,t06,Periodic,19,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,11,0.000000,0.006300,0.006300,0.030000,0.030000,0.070000,0.030000,HARD,,
8,t08,Aperiodic,7,0.000000,0.002400,0.004000,0.040000,0.040000,0.080000,0.040000,HARD,,
9,t09,Aperiodic,10,0.000000,0.002300,0.003900,0.030000,0.030000,0.070000,0.030000,HARD,,
10,t10,Periodic,18,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
11,t11,Periodic,5,0.000000,0.008600,0.008600,0.060000,,,0.060000,HARD,,
12,t12,Aperiodic,3,0.000000,0.003100,0.003100,0.290000,0.290000,0.490000,0.290000,HARD,,
13,t13,Periodic,14,0.000000,0.001400,0.001400,0.020000,,,0.020000,HARD,,
14,t14,Periodic,17,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
15,t15,Periodic,16,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,13,0.000000,0.005100,0.005100,0.020000,0.020000,0.040000,0.020000,HARD,,
17,t17,Periodic,2,0.000000,0.003600,0.003600,0.420000,,,0.420000,HARD,,
18,t18,Aperiodic,9,0.000000,0.002300,0.002300,0.030000,0.030000,0.070000,0.030000,HARD,,
19,t19,Aperiodic,4,0.000000,0.000600,0.000600,0.090000,0.090000,0.170000,0.090000,HARD,,
20,t20,Periodic,15,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,

