Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,2,0.000000,0.053400,0.089200,0.460000,0.460000,0.780000,0.460000,HARD,,
3,t03,Periodic,24,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
4,t04,Periodic,14,0.000000,0.000300,0.000300,0.030000,,,0.030000,HARD,,
5,t05,Aperiodic,13,0.000000,0.001200,0.001200,0.030000,0.030000,0.070000,0.030000,HARD,,
6,t06,Aperiodic,23,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
7,t07,Periodic,16,0.000000,0.000900,0.000900,0.020000,,,0.020000,HARD,,
8,t08,Aperiodic,12,0.000000,0.001100,0.001100,0.030000,0.030000,0.070000,0.030000,HARD,,
9,t09,Aperiodic,10,0.000000,0.004600,0.004600,0.070000,0.070000,0.130000,0.070000,HARD,,
10,t10,Periodic,11,0.000000,0.002000,0.002000,0.060000,,,0.060000,HARD,,
11,t11,Aperiodic,22,0.000000,0.001900,0.001900,0.010000,0.010000,0.030000,0.010000,HARD,,
12,t12,Aperiodic,15,0.000000,0.001000,0.001000,0.020000,0.020000,0.040000,0.020000,HARD,,
13,t13,Periodic,5,0.000000,0.014700,0.014700,0.180000,,,0.180000,HARD,,
14,t14,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
15,t15,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,6,0.000000,0.004200,0.007000,0.130000,0.130000,0.230000,0.130000,HARD,,
17,t17,Aperiodic,3,0.000000,0.006600,0.006600,0.440000,0.440000,0.740000,0.440000,HARD,,
18,t18,Aperiodic,7,0.000000,0.001100,0.001100,0.110000,0.110000,0.190000,0.110000,HARD,,
19,t19,Aperiodic,9,0.000000,0.000300,0.000300,0.080000,0.080000,0.140000,0.080000,HARD,,
20,t20,Aperiodic,8,0.000000,0.000800,0.000800,0.080000,0.080000,0.140000,0.080000,HARD,,
21,t21,Periodic,19,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
22,t22,Periodic,18,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
23,t23,Periodic,17,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
24,t24,Periodic,4,0.000000,0.017300,0.017300,0.280000,,,0.280000,HARD,,
25,t25,Aperiodic,1,0.000000,0.005900,0.005900,0.700000,0.700000,1.180000,0.700000,HARD,,

