Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
2,t02,Periodic,24,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
3,t03,Periodic,21,0.000000,0.002000,0.002000,0.020000,,,0.020000,HARD,,
4,t04,Periodic,18,0.000000,0.000300,0.000300,0.030000,,,0.030000,HARD,,
5,t05,Aperiodic,11,0.000000,0.002900,0.002900,0.140000,0.140000,0.240000,0.140000,HARD,,
6,t06,Aperiodic,10,0.000000,0.034100,0.034100,0.150000,0.150000,0.270000,0.150000,HARD,,
7,t07,Aperiodic,3,0.000000,0.006500,0.006500,0.480000,0.480000,0.800000,0.480000,HARD,,
8,t08,Aperiodic,7,0.000000,0.020900,0.020900,0.260000,0.260000,0.440000,0.260000,HARD,,
9,t09,Aperiodic,1,0.000000,0.022600,0.022600,0.560000,0.560000,0.940000,0.560000,HARD,,
10,t10,Aperiodic,5,0.000000,0.004000,0.004000,0.460000,0.460000,0.780000,0.460000,HARD,,
11,t11,Aperiodic,6,0.000000,0.005200,0.008800,0.270000,0.270000,0.470000,0.270000,HARD,,
12,t12,Aperiodic,20,0.000000,0.000600,0.000600,0.020000,0.020000,0.040000,0.020000,HARD,,
13,t13,Aperiodic,9,0.000000,0.001300,0.001300,0.220000,0.220000,0.380000,0.220000,HARD,,
14,t14,Periodic,15,0.000000,0.000100,0.000100,0.040000,,,0.040000,HARD,,
15,t15,Periodic,23,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
16,t16,Periodic,22,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
17,t17,Periodic,8,0.000000,0.002400,0.002400,0.220000,,,0.220000,HARD,,
18,t18,Periodic,14,0.000000,0.000300,0.000300,0.040000,,,0.040000,HARD,,
19,t19,Aperiodic,4,0.000000,0.024800,0.024800,0.460000,0.460000,0.780000,0.460000,HARD,,
20,t20,Aperiodic,2,0.000000,0.034700,0.034700,0.550000,0.550000,0.930000,0.550000,HARD,,
21,t21,Periodic,17,0.000000,0.002000,0.002000,0.030000,,,0.030000,HARD,,
22,t22,Periodic,12,0.000000,0.002100,0.002100,0.080000,,,0.080000,HARD,,
23,t23,Aperiodic,19,0.000000,0.001300,0.001300,0.020000,0.020000,0.040000,0.020000,HARD,,
24,t24,Periodic,13,0.000000,0.002700,0.004500,0.060000,,,0.060000,HARD,,
25,t25,Aperiodic,16,0.000000,0.001400,0.001400,0.030000,0.030000,0.070000,0.030000,HARD,,

