Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,5,0.000000,0.004600,0.004600,0.300000,,,0.300000,HARD,,
2,t02,Aperiodic,20,0.000000,0.003800,0.003800,0.020000,0.020000,0.040000,0.020000,HARD,,
3,t03,Aperiodic,7,0.000000,0.023200,0.023200,0.270000,0.270000,0.470000,0.270000,HARD,,
4,t04,Aperiodic,9,0.000000,0.001900,0.001900,0.160000,0.160000,0.280000,0.160000,HARD,,
5,t05,Aperiodic,10,0.000000,0.013600,0.013600,0.150000,0.150000,0.250000,0.150000,HARD,,
6,t06,Aperiodic,16,0.000000,0.000900,0.000900,0.060000,0.060000,0.120000,0.060000,HARD,,
7,t07,Aperiodic,14,0.000000,0.001400,0.001400,0.080000,0.080000,0.140000,0.080000,HARD,,
8,t08,Aperiodic,4,0.000000,0.002100,0.003700,0.330000,0.330000,0.550000,0.330000,HARD,,
9,t09,Periodic,25,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
10,t10,Periodic,1,0.000000,0.007200,0.007200,0.650000,,,0.650000,HARD,,
11,t11,Periodic,24,0.000000,0.000300,0.000700,0.010000,,,0.010000,HARD,,
12,t12,Periodic,13,0.000000,0.000100,0.000100,0.080000,,,0.080000,HARD,,
13,t13,Aperiodic,8,0.000000,0.012700,0.012700,0.180000,0.180000,0.320000,0.180000,HARD,,
14,t14,Aperiodic,15,0.000000,0.003200,0.003200,0.060000,0.060000,0.120000,0.060000,HARD,,
15,t15,Periodic,18,0.000000,0.001600,0.001600,0.030000,,,0.030000,HARD,,
16,t16,Aperiodic,2,0.000000,0.068300,0.068300,0.400000,0.400000,0.680000,0.400000,HARD,,
17,t17,Periodic,23,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
18,t18,Aperiodic,12,0.000000,0.002600,0.002600,0.080000,0.080000,0.140000,0.080000,HARD,,
19,t19,Periodic,19,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
20,t20,Periodic,11,0.000000,0.003500,0.003500,0.130000,,,0.130000,HARD,,
21,t21,Periodic,17,0.000000,0.000200,0.000200,0.040000,,,0.040000,HARD,,
22,t22,Aperiodic,22,0.000000,0.000300,0.000300,0.010000,0.010000,0.030000,0.010000,HARD,,
23,t23,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
24,t24,Aperiodic,6,0.000000,0.021600,0.021600,0.290000,0.290000,0.490000,0.290000,HARD,,
25,t25,Periodic,3,0.000000,0.005300,0.005300,0.390000,,,0.390000,HARD,,

