Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,0.001200,0.001200,0.060000,,,0.060000,HARD,,
2,t02,Periodic,17,0.000000,0.005400,0.009000,0.040000,,,0.040000,HARD,,
3,t03,Periodic,10,0.000000,0.003000,0.003000,0.110000,,,0.110000,HARD,,
4,t04,Periodic,8,0.000000,0.029100,0.029100,0.220000,,,0.220000,HARD,,
5,t05,Periodic,16,0.000000,0.003300,0.003300,0.050000,,,0.050000,HARD,,
6,t06,Aperiodic,9,0.000000,0.000100,0.000100,0.150000,0.150000,0.250000,0.150000,HARD,,
7,t07,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
8,t08,Periodic,1,0.000000,0.070200,0.070200,0.990000,,,0.990000,HARD,,
9,t09,Periodic,12,0.000000,0.002900,0.002900,0.090000,,,0.090000,HARD,,
10,t10,Aperiodic,7,0.000000,0.006600,0.006600,0.240000,0.240000,0.400000,0.240000,HARD,,
11,t11,Periodic,24,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,4,0.000000,0.047900,0.047900,0.390000,0.390000,0.670000,0.390000,HARD,,
13,t13,Periodic,11,0.000000,0.002200,0.002200,0.100000,,,0.100000,HARD,,
14,t14,Aperiodic,20,0.000000,0.000600,0.000600,0.030000,0.030000,0.050000,0.030000,HARD,,
15,t15,Aperiodic,3,0.000000,0.008200,0.008200,0.500000,0.500000,0.840000,0.500000,HARD,,
16,t16,Aperiodic,19,0.000000,0.000100,0.000100,0.030000,0.030000,0.070000,0.030000,HARD,,
17,t17,Aperiodic,23,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
18,t18,Aperiodic,21,0.000000,0.001000,0.001000,0.020000,0.020000,0.040000,0.020000,HARD,,
19,t19,Aperiodic,2,0.000000,0.031200,0.031200,0.500000,0.500000,0.840000,0.500000,HARD,,
20,t20,Aperiodic,22,0.000000,0.000400,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
21,t21,Aperiodic,6,0.000000,0.001200,0.001200,0.240000,0.240000,0.420000,0.240000,HARD,,
22,t22,Periodic,14,0.000000,0.002100,0.002100,0.060000,,,0.060000,HARD,,
23,t23,Aperiodic,13,0.000000,0.001100,0.001100,0.070000,0.070000,0.130000,0.070000,HARD,,
24,t24,Periodic,5,0.000000,0.001300,0.001300,0.330000,,,0.330000,HARD,,
25,t25,Aperiodic,18,0.000000,0.000900,0.001700,0.030000,0.030000,0.070000,0.030000,HARD,,

