Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,12,0.000000,0.006500,0.006500,0.080000,,,0.080000,HARD,,
2,t02,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
3,t03,Periodic,11,0.000000,0.005400,0.005400,0.090000,,,0.090000,HARD,,
4,t04,Aperiodic,17,0.000000,0.002000,0.002000,0.040000,0.040000,0.080000,0.040000,HARD,,
5,t05,Periodic,15,0.000000,0.000400,0.000400,0.060000,,,0.060000,HARD,,
6,t06,Aperiodic,1,0.000000,0.002000,0.002000,0.720000,0.720000,1.200000,0.720000,HARD,,
7,t07,Periodic,21,0.000000,0.000100,0.000300,0.020000,,,0.020000,HARD,,
8,t08,Aperiodic,6,0.000000,0.000400,0.000400,0.260000,0.260000,0.440000,0.260000,HARD,,
9,t09,Periodic,20,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
10,t10,Aperiodic,3,0.000000,0.016000,0.016000,0.530000,0.530000,0.890000,0.530000,HARD,,
11,t11,Aperiodic,5,0.000000,0.028700,0.028700,0.330000,0.330000,0.550000,0.330000,HARD,,
12,t12,Aperiodic,14,0.000000,0.005600,0.005600,0.060000,0.060000,0.120000,0.060000,HARD,,
13,t13,Periodic,18,0.000000,0.002100,0.002100,0.030000,,,0.030000,HARD,,
14,t14,Aperiodic,13,0.000000,0.009100,0.009100,0.070000,0.070000,0.130000,0.070000,HARD,,
15,t15,Periodic,24,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,10,0.000000,0.004100,0.004100,0.090000,0.090000,0.150000,0.090000,HARD,,
17,t17,Aperiodic,4,0.000000,0.004300,0.004300,0.350000,0.350000,0.590000,0.350000,HARD,,
18,t18,Aperiodic,2,0.000000,0.006600,0.006600,0.680000,0.680000,1.140000,0.680000,HARD,,
19,t19,Aperiodic,16,0.000000,0.003100,0.003100,0.050000,0.050000,0.090000,0.050000,HARD,,
20,t20,Periodic,8,0.000000,0.015300,0.025500,0.150000,,,0.150000,HARD,,
21,t21,Aperiodic,23,0.000000,0.001000,0.001000,0.010000,0.010000,0.030000,0.010000,HARD,,
22,t22,Aperiodic,9,0.000000,0.001400,0.001400,0.120000,0.120000,0.200000,0.120000,HARD,,
23,t23,Periodic,22,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
24,t24,Periodic,7,0.000000,0.002900,0.002900,0.240000,,,0.240000,HARD,,
25,t25,Periodic,19,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,

