Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,10,0.000000,0.002500,0.004300,0.040000,0.040000,0.080000,0.040000,HARD,,
3,t03,Aperiodic,5,0.000000,0.005100,0.005100,0.330000,0.330000,0.550000,0.330000,HARD,,
4,t04,Periodic,7,0.000000,0.007000,0.007000,0.120000,,,0.120000,HARD,,
5,t05,Aperiodic,6,0.000000,0.041500,0.041500,0.230000,0.230000,0.390000,0.230000,HARD,,
6,t06,Aperiodic,2,0.000000,0.005600,0.005600,0.670000,0.670000,1.130000,0.670000,HARD,,
7,t07,Periodic,4,0.000000,0.036600,0.061000,0.500000,,,0.500000,HARD,,
8,t08,Periodic,14,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
9,t09,Periodic,13,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
10,t10,Periodic,12,0.000000,0.001000,0.001000,0.030000,,,0.030000,HARD,,
11,t11,Aperiodic,1,0.000000,0.004500,0.004500,0.690000,0.690000,1.150000,0.690000,HARD,,
12,t12,Aperiodic,3,0.000000,0.140500,0.140500,0.510000,0.510000,0.870000,0.510000,HARD,,
13,t13,Aperiodic,8,0.000000,0.002300,0.002300,0.110000,0.110000,0.190000,0.110000,HARD,,
14,t14,Aperiodic,9,0.000000,0.003400,0.003400,0.060000,0.060000,0.100000,0.060000,HARD,,
15,t15,Periodic,11,0.000000,0.005600,0.005600,0.030000,,,0.030000,HARD,,

