Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,8,0.000000,0.000100,0.000300,0.060000,0.060000,0.120000,0.060000,HARD,,
2,t02,Aperiodic,12,0.000000,0.002100,0.002100,0.030000,0.030000,0.070000,0.030000,HARD,,
3,t03,Aperiodic,1,0.000000,0.142600,0.142600,0.660000,0.660000,1.120000,0.660000,HARD,,
4,t04,Aperiodic,15,0.000000,0.001400,0.002400,0.010000,0.010000,0.030000,0.010000,HARD,,
5,t05,Periodic,4,0.000000,0.020400,0.020400,0.120000,,,0.120000,HARD,,
6,t06,Periodic,6,0.000000,0.003800,0.003800,0.100000,,,0.100000,HARD,,
7,t07,Periodic,7,0.000000,0.002000,0.002000,0.070000,,,0.070000,HARD,,
8,t08,Periodic,14,0.000000,0.001100,0.001100,0.010000,,,0.010000,HARD,,
9,t09,Aperiodic,5,0.000000,0.001900,0.001900,0.100000,0.100000,0.180000,0.100000,HARD,,
10,t10,Periodic,11,0.000000,0.000900,0.000900,0.030000,,,0.030000,HARD,,
11,t11,Aperiodic,3,0.000000,0.002100,0.002100,0.150000,0.150000,0.270000,0.150000,HARD,,
12,t12,Periodic,10,0.000000,0.002000,0.002000,0.030000,,,0.030000,HARD,,
13,t13,Aperiodic,9,0.000000,0.002900,0.002900,0.030000,0.030000,0.050000,0.030000,HARD,,
14,t14,Periodic,13,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,2,0.000000,0.022800,0.022800,0.450000,0.450000,0.750000,0.450000,HARD,,

