Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,0.000200,0.000400,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,8,0.000000,0.005100,0.005100,0.050000,0.050000,0.090000,0.050000,HARD,,
3,t03,Aperiodic,1,0.000000,0.019700,0.019700,0.400000,0.400000,0.680000,0.400000,HARD,,
4,t04,Aperiodic,4,0.000000,0.025100,0.025100,0.170000,0.170000,0.290000,0.170000,HARD,,
5,t05,Periodic,14,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
6,t06,Aperiodic,5,0.000000,0.015200,0.015200,0.140000,0.140000,0.240000,0.140000,HARD,,
7,t07,Aperiodic,2,0.000000,0.024600,0.024600,0.360000,0.360000,0.620000,0.360000,HARD,,
8,t08,Periodic,13,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
9,t09,Aperiodic,12,0.000000,0.000300,0.000300,0.010000,0.010000,0.030000,0.010000,HARD,,
10,t10,Aperiodic,6,0.000000,0.020600,0.020600,0.130000,0.130000,0.230000,0.130000,HARD,,
11,t11,Periodic,11,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
12,t12,Periodic,10,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
13,t13,Periodic,3,0.000000,0.041200,0.041200,0.280000,,,0.280000,HARD,,
14,t14,Periodic,9,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,7,0.000000,0.003300,0.005500,0.100000,0.100000,0.180000,0.100000,HARD,,

