Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
2,t02,Periodic,14,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,7,0.000000,0.000400,0.000400,0.020000,0.020000,0.040000,0.020000,HARD,,
4,t04,Aperiodic,4,0.000000,0.003000,0.003000,0.150000,0.150000,0.270000,0.150000,HARD,,
5,t05,Aperiodic,2,0.000000,0.027000,0.027000,0.240000,0.240000,0.400000,0.240000,HARD,,
6,t06,Periodic,13,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,1,0.000000,0.040700,0.040700,0.340000,0.340000,0.580000,0.340000,HARD,,
8,t08,Aperiodic,12,0.000000,0.000900,0.001500,0.010000,0.010000,0.030000,0.010000,HARD,,
9,t09,Periodic,11,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
10,t10,Periodic,10,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
11,t11,Aperiodic,6,0.000000,0.006900,0.006900,0.030000,0.030000,0.070000,0.030000,HARD,,
12,t12,Aperiodic,5,0.000000,0.005500,0.005500,0.090000,0.090000,0.150000,0.090000,HARD,,
13,t13,Aperiodic,3,0.000000,0.009800,0.009800,0.210000,0.210000,0.350000,0.210000,HARD,,
14,t14,Periodic,9,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
15,t15,Periodic,8,0.000000,0.001000,0.001000,0.010000,,,0.010000,HARD,,

