Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,15,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,2,0.000000,0.017800,0.017800,0.310000,0.310000,0.530000,0.310000,HARD,,
3,t03,Periodic,14,0.000000,0.002100,0.002100,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,6,0.000000,0.001200,0.001200,0.160000,0.160000,0.280000,0.160000,HARD,,
5,t05,Periodic,4,0.000000,0.030800,0.030800,0.220000,,,0.220000,HARD,,
6,t06,Aperiodic,9,0.000000,0.015600,0.015600,0.080000,0.080000,0.140000,0.080000,HARD,,
7,t07,Aperiodic,12,0.000000,0.001800,0.001800,0.020000,0.020000,0.040000,0.020000,HARD,,
8,t08,Aperiodic,11,0.000000,0.001600,0.001600,0.050000,0.050000,0.090000,0.050000,HARD,,
9,t09,Aperiodic,8,0.000000,0.002000,0.002000,0.110000,0.110000,0.190000,0.110000,HARD,,
10,t10,Periodic,13,0.000000,0.001400,0.001400,0.010000,,,0.010000,HARD,,
11,t11,Aperiodic,1,0.000000,0.002800,0.002800,0.400000,0.400000,0.680000,0.400000,HARD,,
12,t12,Periodic,7,0.000000,0.001700,0.001700,0.110000,,,0.110000,HARD,,
13,t13,Periodic,3,0.000000,0.003800,0.003800,0.240000,,,0.240000,HARD,,
14,t14,Aperiodic,5,0.000000,0.005400,0.009000,0.180000,0.180000,0.320000,0.180000,HARD,,
15,t15,Periodic,10,0.000000,0.002500,0.002500,0.060000,,,0.060000,HARD,,

