Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,7,0.000000,0.037000,0.037000,0.230000,0.230000,0.390000,0.230000,HARD,,
2,t02,Aperiodic,25,0.000000,0.000400,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
3,t03,Aperiodic,3,0.000000,0.002600,0.002600,0.350000,0.350000,0.590000,0.350000,HARD,,
4,t04,Aperiodic,24,0.000000,0.000400,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
5,t05,Aperiodic,11,0.000000,0.019200,0.019200,0.120000,0.120000,0.220000,0.120000,HARD,,
6,t06,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,22,0.000000,0.000600,0.000600,0.010000,0.010000,0.030000,0.010000,HARD,,
8,t08,Aperiodic,12,0.000000,0.003200,0.003200,0.110000,0.110000,0.190000,0.110000,HARD,,
9,t09,Periodic,1,0.000000,0.000300,0.000500,0.600000,,,0.600000,HARD,,
10,t10,Aperiodic,8,0.000000,0.023300,0.023300,0.210000,0.210000,0.350000,0.210000,HARD,,
11,t11,Periodic,6,0.000000,0.002200,0.002200,0.280000,,,0.280000,HARD,,
12,t12,Aperiodic,9,0.000000,0.005200,0.008800,0.180000,0.180000,0.320000,0.180000,HARD,,
13,t13,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
14,t14,Aperiodic,5,0.000000,0.001500,0.001500,0.280000,0.280000,0.480000,0.280000,HARD,,
15,t15,Periodic,10,0.000000,0.008300,0.008300,0.150000,,,0.150000,HARD,,
16,t16,Periodic,15,0.000000,0.009400,0.009400,0.060000,,,0.060000,HARD,,
17,t17,Periodic,18,0.000000,0.000400,0.000400,0.020000,,,0.020000,HARD,,
18,t18,Periodic,13,0.000000,0.000100,0.000300,0.070000,,,0.070000,HARD,,
19,t19,Periodic,14,0.000000,0.002000,0.002000,0.060000,,,0.060000,HARD,,
20,t20,Aperiodic,2,0.000000,0.018400,0.018400,0.380000,0.380000,0.640000,0.380000,HARD,,
21,t21,Aperiodic,4,0.000000,0.017100,0.017100,0.300000,0.300000,0.500000,0.300000,HARD,,
22,t22,Aperiodic,20,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
23,t23,Periodic,17,0.000000,0.000700,0.000700,0.020000,,,0.020000,HARD,,
24,t24,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
25,t25,Periodic,16,0.000000,0.000200,0.000200,0.030000,,,0.030000,HARD,,

