Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,50,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,2,0.000000,0.003600,0.003600,0.540000,0.540000,0.920000,0.540000,HARD,,
3,t03,Aperiodic,23,0.000000,0.002300,0.002300,0.070000,0.070000,0.130000,0.070000,HARD,,
4,t04,Periodic,20,0.000000,0.000200,0.000200,0.090000,,,0.090000,HARD,,
5,t05,Periodic,34,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
6,t06,Aperiodic,49,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
7,t07,Aperiodic,48,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
8,t08,Periodic,28,0.000000,0.000700,0.000700,0.040000,,,0.040000,HARD,,
9,t09,Periodic,47,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
10,t10,Aperiodic,10,0.000000,0.008200,0.008200,0.310000,0.310000,0.530000,0.310000,HARD,,
11,t11,Aperiodic,9,0.000000,0.004700,0.004700,0.310000,0.310000,0.530000,0.310000,HARD,,
12,t12,Periodic,46,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
13,t13,Aperiodic,13,0.000000,0.006600,0.006600,0.200000,0.200000,0.340000,0.200000,HARD,,
14,t14,Periodic,45,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,22,0.000000,0.001000,0.001000,0.070000,0.070000,0.130000,0.070000,HARD,,
16,t16,Aperiodic,16,0.000000,0.001500,0.001500,0.120000,0.120000,0.200000,0.120000,HARD,,
17,t17,Aperiodic,12,0.000000,0.022400,0.022400,0.200000,0.200000,0.340000,0.200000,HARD,,
18,t18,Aperiodic,32,0.000000,0.000200,0.000200,0.030000,0.030000,0.070000,0.030000,HARD,,
19,t19,Periodic,44,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
20,t20,Periodic,43,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
21,t21,Aperiodic,25,0.000000,0.000600,0.000600,0.050000,0.050000,0.090000,0.050000,HARD,,
22,t22,Periodic,42,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
23,t23,Periodic,27,0.000000,0.000500,0.000500,0.040000,,,0.040000,HARD,,
24,t24,Periodic,33,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
25,t25,Aperiodic,5,0.000000,0.004500,0.004500,0.410000,0.410000,0.690000,0.410000,HARD,,
26,t26,Aperiodic,17,0.000000,0.007900,0.007900,0.110000,0.110000,0.190000,0.110000,HARD,,
27,t27,Aperiodic,3,0.000000,0.004600,0.007800,0.490000,0.490000,0.830000,0.490000,HARD,,
28,t28,Aperiodic,41,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
29,t29,Periodic,24,0.000000,0.000200,0.000200,0.050000,,,0.050000,HARD,,
30,t30,Periodic,40,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
31,t31,Periodic,39,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
32,t32,Periodic,31,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
33,t33,Periodic,38,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
34,t34,Aperiodic,30,0.000000,0.000100,0.000100,0.030000,0.030000,0.050000,0.030000,HARD,,
35,t35,Periodic,37,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
36,t36,Aperiodic,19,0.000000,0.000200,0.000200,0.090000,0.090000,0.170000,0.090000,HARD,,
37,t37,Periodic,15,0.000000,0.001100,0.001100,0.120000,,,0.120000,HARD,,
38,t38,Aperiodic,4,0.000000,0.015900,0.015900,0.450000,0.450000,0.770000,0.450000,HARD,,
39,t39,Periodic,18,0.000000,0.000900,0.000900,0.100000,,,0.100000,HARD,,
40,t40,Periodic,36,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
41,t41,Aperiodic,14,0.000000,0.006500,0.010900,0.160000,0.160000,0.280000,0.160000,HARD,,
42,t42,Periodic,7,0.000000,0.007900,0.007900,0.360000,,,0.360000,HARD,,
43,t43,Periodic,26,0.000000,0.000100,0.000100,0.040000,,,0.040000,HARD,,
44,t44,Periodic,35,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
45,t45,Aperiodic,8,0.000000,0.006800,0.006800,0.310000,0.310000,0.530000,0.310000,HARD,,
46,t46,Aperiodic,11,0.000000,0.011100,0.011100,0.240000,0.240000,0.420000,0.240000,HARD,,
47,t47,Aperiodic,1,0.000000,0.011600,0.011600,0.600000,0.600000,1.020000,0.600000,HARD,,
48,t48,Periodic,29,0.000000,0.002100,0.002100,0.030000,,,0.030000,HARD,,
49,t49,Aperiodic,21,0.000000,0.000900,0.000900,0.070000,0.070000,0.130000,0.070000,HARD,,
50,t50,Aperiodic,6,0.000000,0.004500,0.004500,0.380000,0.380000,0.640000,0.380000,HARD,,

