Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,10,0.000000,0.000100,0.000300,0.070000,,,0.070000,HARD,,
2,t02,Periodic,3,0.000000,0.015200,0.025400,0.560000,,,0.560000,HARD,,
3,t03,Aperiodic,8,0.000000,0.000500,0.000500,0.090000,0.090000,0.170000,0.090000,HARD,,
4,t04,Aperiodic,2,0.000000,0.014400,0.014400,0.590000,0.590000,0.990000,0.590000,HARD,,
5,t05,Periodic,12,0.000000,0.000600,0.001000,0.060000,,,0.060000,HARD,,
6,t06,Aperiodic,7,0.000000,0.001800,0.003000,0.090000,0.090000,0.170000,0.090000,HARD,,
7,t07,Aperiodic,1,0.000000,0.050900,0.050900,0.590000,0.590000,0.990000,0.590000,HARD,,
8,t08,Aperiodic,5,0.000000,0.014300,0.014300,0.150000,0.150000,0.270000,0.150000,HARD,,
9,t09,Aperiodic,25,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
10,t10,Periodic,17,0.000000,0.001500,0.002500,0.040000,,,0.040000,HARD,,
11,t11,Aperiodic,18,0.000000,0.001100,0.001100,0.030000,0.030000,0.050000,0.030000,HARD,,
12,t12,Aperiodic,24,0.000000,0.000200,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
13,t13,Aperiodic,6,0.000000,0.010000,0.010000,0.120000,0.120000,0.200000,0.120000,HARD,,
14,t14,Periodic,16,0.000000,0.000500,0.000900,0.040000,,,0.040000,HARD,,
15,t15,Aperiodic,13,0.000000,0.005500,0.005500,0.050000,0.050000,0.090000,0.050000,HARD,,
16,t16,Aperiodic,11,0.000000,0.001800,0.001800,0.060000,0.060000,0.100000,0.060000,HARD,,
17,t17,Periodic,23,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
18,t18,Periodic,15,0.000000,0.002100,0.002100,0.040000,,,0.040000,HARD,,
19,t19,Aperiodic,20,0.000000,0.001200,0.001200,0.020000,0.020000,0.040000,0.020000,HARD,,
20,t20,Periodic,19,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
21,t21,Aperiodic,4,0.000000,0.069700,0.069700,0.520000,0.520000,0.880000,0.520000,HARD,,
22,t22,Periodic,9,0.000000,0.003300,0.003300,0.080000,,,0.080000,HARD,,
23,t23,Periodic,22,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
24,t24,Periodic,21,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
25,t25,Periodic,14,0.000000,0.000500,0.000500,0.040000,,,0.040000,HARD,,

