Run,countDM,numSol,ratioDM
1,0,40000,0.00000000000000000000
2,7,40000,0.00017500000000000000
3,2,40000,0.00005000000000000000
4,0,40000,0.00000000000000000000
5,4,40000,0.00010000000000000000
6,12,40000,0.00029999999999999997
7,2,40000,0.00005000000000000000
8,0,40000,0.00000000000000000000
9,3,40000,0.00007499999999999999
10,0,40000,0.00000000000000000000
11,0,40000,0.00000000000000000000
12,0,40000,0.00000000000000000000
13,8,40000,0.00020000000000000001
14,14,40000,0.00035000000000000000
15,0,40000,0.00000000000000000000
16,0,40000,0.00000000000000000000
17,0,40000,0.00000000000000000000
18,0,40000,0.00000000000000000000
19,0,40000,0.00000000000000000000
20,0,40000,0.00000000000000000000
21,0,40000,0.00000000000000000000
22,0,40000,0.00000000000000000000
23,17,40000,0.00042499999999999998
24,1,40000,0.00002500000000000000
25,12,40000,0.00029999999999999997
26,0,40000,0.00000000000000000000
27,5,40000,0.00012500000000000000
28,0,40000,0.00000000000000000000
29,0,40000,0.00000000000000000000
30,17,40000,0.00042499999999999998
31,3,40000,0.00007499999999999999
32,1,40000,0.00002500000000000000
33,0,40000,0.00000000000000000000
34,1,40000,0.00002500000000000000
35,4,40000,0.00010000000000000000
36,0,40000,0.00000000000000000000
37,1,40000,0.00002500000000000000
38,0,40000,0.00000000000000000000
39,0,40000,0.00000000000000000000
40,4,40000,0.00010000000000000000
41,0,40000,0.00000000000000000000
42,9,40000,0.00022499999999999999
43,0,40000,0.00000000000000000000
44,0,40000,0.00000000000000000000
45,0,40000,0.00000000000000000000
46,0,40000,0.00000000000000000000
47,0,40000,0.00000000000000000000
48,1,40000,0.00002500000000000000
49,1,40000,0.00002500000000000000
50,1,40000,0.00002500000000000000
