Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,25,0.000000,0.000300,0.000300,0.010000,0.010000,0.030000,0.010000,HARD,,
2,t02,Periodic,24,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,12,0.000000,0.000200,0.000200,0.060000,0.060000,0.120000,0.060000,HARD,,
4,t04,Aperiodic,11,0.000000,0.009700,0.009700,0.070000,0.070000,0.130000,0.070000,HARD,,
5,t05,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
6,t06,Periodic,9,0.000000,0.000400,0.000400,0.090000,,,0.090000,HARD,,
7,t07,Periodic,17,0.000000,0.000400,0.000400,0.020000,,,0.020000,HARD,,
8,t08,Aperiodic,1,0.000000,0.045100,0.045100,0.690000,0.690000,1.170000,0.690000,HARD,,
9,t09,Aperiodic,10,0.000000,0.000400,0.000400,0.070000,0.070000,0.130000,0.070000,HARD,,
10,t10,Aperiodic,6,0.000000,0.017200,0.017200,0.120000,0.120000,0.200000,0.120000,HARD,,
11,t11,Periodic,22,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,4,0.000000,0.002900,0.002900,0.240000,0.240000,0.420000,0.240000,HARD,,
13,t13,Periodic,21,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
14,t14,Aperiodic,2,0.000000,0.004200,0.007200,0.590000,0.590000,0.990000,0.590000,HARD,,
15,t15,Aperiodic,20,0.000000,0.001100,0.001100,0.010000,0.010000,0.030000,0.010000,HARD,,
16,t16,Periodic,19,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
17,t17,Periodic,16,0.000000,0.003900,0.003900,0.030000,,,0.030000,HARD,,
18,t18,Periodic,14,0.000000,0.000900,0.000900,0.040000,,,0.040000,HARD,,
19,t19,Periodic,8,0.000000,0.002500,0.002500,0.090000,,,0.090000,HARD,,
20,t20,Aperiodic,15,0.000000,0.002200,0.002200,0.030000,0.030000,0.050000,0.030000,HARD,,
21,t21,Periodic,13,0.000000,0.002400,0.004000,0.040000,,,0.040000,HARD,,
22,t22,Aperiodic,3,0.000000,0.011100,0.011100,0.310000,0.310000,0.530000,0.310000,HARD,,
23,t23,Periodic,18,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
24,t24,Aperiodic,5,0.000000,0.003000,0.003000,0.160000,0.160000,0.280000,0.160000,HARD,,
25,t25,Aperiodic,7,0.000000,0.001300,0.001300,0.090000,0.090000,0.150000,0.090000,HARD,,

