Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
2,t02,Periodic,24,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,8,0.000000,0.008400,0.014000,0.120000,0.120000,0.200000,0.120000,HARD,,
4,t04,Periodic,17,0.000000,0.002900,0.002900,0.020000,,,0.020000,HARD,,
5,t05,Periodic,16,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
6,t06,Aperiodic,15,0.000000,0.000400,0.000400,0.030000,0.030000,0.070000,0.030000,HARD,,
7,t07,Aperiodic,1,0.000000,0.048100,0.048100,0.670000,0.670000,1.130000,0.670000,HARD,,
8,t08,Periodic,9,0.000000,0.001600,0.001600,0.090000,,,0.090000,HARD,,
9,t09,Periodic,5,0.000000,0.009100,0.009100,0.230000,,,0.230000,HARD,,
10,t10,Periodic,11,0.000000,0.002300,0.002300,0.060000,,,0.060000,HARD,,
11,t11,Periodic,14,0.000000,0.002400,0.002400,0.030000,,,0.030000,HARD,,
12,t12,Aperiodic,6,0.000000,0.002700,0.004500,0.140000,0.140000,0.240000,0.140000,HARD,,
13,t13,Periodic,23,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
14,t14,Periodic,22,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
15,t15,Periodic,21,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,13,0.000000,0.001300,0.001300,0.030000,0.030000,0.070000,0.030000,HARD,,
17,t17,Aperiodic,10,0.000000,0.006900,0.006900,0.080000,0.080000,0.140000,0.080000,HARD,,
18,t18,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,4,0.000000,0.001200,0.001200,0.300000,0.300000,0.500000,0.300000,HARD,,
20,t20,Aperiodic,19,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
21,t21,Aperiodic,3,0.000000,0.020400,0.020400,0.370000,0.370000,0.630000,0.370000,HARD,,
22,t22,Aperiodic,18,0.000000,0.001100,0.001100,0.010000,0.010000,0.030000,0.010000,HARD,,
23,t23,Aperiodic,7,0.000000,0.004300,0.004300,0.120000,0.120000,0.200000,0.120000,HARD,,
24,t24,Aperiodic,12,0.000000,0.000300,0.000300,0.040000,0.040000,0.080000,0.040000,HARD,,
25,t25,Aperiodic,2,0.000000,0.009300,0.015500,0.390000,0.390000,0.650000,0.390000,HARD,,

