Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,2,0.000000,0.003900,0.006500,0.230000,0.230000,0.390000,0.230000,HARD,,
2,t02,Aperiodic,4,0.000000,0.000100,0.000100,0.150000,0.150000,0.250000,0.150000,HARD,,
3,t03,Periodic,17,0.000000,0.000900,0.000900,0.020000,,,0.020000,HARD,,
4,t04,Periodic,25,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
5,t05,Aperiodic,13,0.000000,0.000100,0.000100,0.030000,0.030000,0.050000,0.030000,HARD,,
6,t06,Periodic,24,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,12,0.000000,0.002600,0.002600,0.030000,0.030000,0.070000,0.030000,HARD,,
8,t08,Periodic,23,0.000000,0.000900,0.000900,0.010000,,,0.010000,HARD,,
9,t09,Periodic,22,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
10,t10,Aperiodic,16,0.000000,0.001300,0.001300,0.020000,0.020000,0.040000,0.020000,HARD,,
11,t11,Periodic,3,0.000000,0.009900,0.016700,0.190000,,,0.190000,HARD,,
12,t12,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
13,t13,Aperiodic,11,0.000000,0.002500,0.002500,0.030000,0.030000,0.050000,0.030000,HARD,,
14,t14,Periodic,20,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,7,0.000000,0.006000,0.010200,0.110000,0.110000,0.190000,0.110000,HARD,,
16,t16,Aperiodic,5,0.000000,0.003400,0.003400,0.130000,0.130000,0.230000,0.130000,HARD,,
17,t17,Periodic,15,0.000000,0.000700,0.000700,0.020000,,,0.020000,HARD,,
18,t18,Aperiodic,10,0.000000,0.003300,0.003300,0.030000,0.030000,0.070000,0.030000,HARD,,
19,t19,Aperiodic,14,0.000000,0.001500,0.002700,0.020000,0.020000,0.040000,0.020000,HARD,,
20,t20,Aperiodic,6,0.000000,0.004700,0.004700,0.120000,0.120000,0.200000,0.120000,HARD,,
21,t21,Periodic,9,0.000000,0.000200,0.000200,0.030000,,,0.030000,HARD,,
22,t22,Periodic,19,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
23,t23,Aperiodic,1,0.000000,0.019900,0.019900,0.260000,0.260000,0.440000,0.260000,HARD,,
24,t24,Periodic,8,0.000000,0.000200,0.000200,0.030000,,,0.030000,HARD,,
25,t25,Aperiodic,18,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,

