Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
2,t02,Periodic,24,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,5,0.000000,0.003000,0.003000,0.610000,0.610000,1.030000,0.610000,HARD,,
4,t04,Periodic,8,0.000000,0.000100,0.000100,0.190000,,,0.190000,HARD,,
5,t05,Periodic,23,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
6,t06,Periodic,18,0.000000,0.002100,0.002100,0.020000,,,0.020000,HARD,,
7,t07,Aperiodic,14,0.000000,0.001700,0.001700,0.060000,0.060000,0.120000,0.060000,HARD,,
8,t08,Aperiodic,17,0.000000,0.002000,0.002000,0.020000,0.020000,0.040000,0.020000,HARD,,
9,t09,Aperiodic,16,0.000000,0.008000,0.008000,0.050000,0.050000,0.090000,0.050000,HARD,,
10,t10,Aperiodic,15,0.000000,0.001100,0.001100,0.050000,0.050000,0.090000,0.050000,HARD,,
11,t11,Aperiodic,7,0.000000,0.002500,0.002500,0.240000,0.240000,0.400000,0.240000,HARD,,
12,t12,Periodic,22,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
13,t13,Aperiodic,13,0.000000,0.000700,0.000700,0.060000,0.060000,0.120000,0.060000,HARD,,
14,t14,Periodic,21,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,3,0.000000,0.000900,0.000900,0.720000,0.720000,1.200000,0.720000,HARD,,
16,t16,Aperiodic,9,0.000000,0.003500,0.003500,0.180000,0.180000,0.320000,0.180000,HARD,,
17,t17,Aperiodic,10,0.000000,0.005600,0.005600,0.120000,0.120000,0.220000,0.120000,HARD,,
18,t18,Periodic,12,0.000000,0.003800,0.003800,0.080000,,,0.080000,HARD,,
19,t19,Aperiodic,4,0.000000,0.031400,0.031400,0.680000,0.680000,1.140000,0.680000,HARD,,
20,t20,Periodic,1,0.000000,0.009200,0.009200,0.950000,,,0.950000,HARD,,
21,t21,Aperiodic,6,0.000000,0.055200,0.055200,0.390000,0.390000,0.650000,0.390000,HARD,,
22,t22,Periodic,11,0.000000,0.002600,0.004400,0.080000,,,0.080000,HARD,,
23,t23,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
24,t24,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,2,0.000000,0.085800,0.143200,0.750000,0.750000,1.250000,0.750000,HARD,,

