Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,11,0.000000,0.009100,0.009100,0.120000,0.120000,0.200000,0.120000,HARD,,
2,t02,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
3,t03,Periodic,24,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
4,t04,Periodic,16,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
5,t05,Aperiodic,23,0.000000,0.000400,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
6,t06,Aperiodic,4,0.000000,0.056300,0.056300,0.470000,0.470000,0.790000,0.470000,HARD,,
7,t07,Aperiodic,15,0.000000,0.003100,0.003100,0.030000,0.030000,0.050000,0.030000,HARD,,
8,t08,Periodic,7,0.000000,0.009000,0.009000,0.270000,,,0.270000,HARD,,
9,t09,Aperiodic,8,0.000000,0.008800,0.008800,0.190000,0.190000,0.330000,0.190000,HARD,,
10,t10,Periodic,6,0.000000,0.002600,0.002600,0.400000,,,0.400000,HARD,,
11,t11,Aperiodic,3,0.000000,0.005300,0.005300,0.480000,0.480000,0.800000,0.480000,HARD,,
12,t12,Aperiodic,5,0.000000,0.026300,0.026300,0.420000,0.420000,0.700000,0.420000,HARD,,
13,t13,Periodic,22,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
14,t14,Periodic,21,0.000000,0.001400,0.001400,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,14,0.000000,0.001000,0.001000,0.030000,0.030000,0.050000,0.030000,HARD,,
16,t16,Periodic,20,0.000000,0.000200,0.000400,0.010000,,,0.010000,HARD,,
17,t17,Periodic,19,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
18,t18,Periodic,18,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
19,t19,Periodic,17,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
20,t20,Aperiodic,10,0.000000,0.010800,0.010800,0.130000,0.130000,0.230000,0.130000,HARD,,
21,t21,Aperiodic,1,0.000000,0.003500,0.003500,0.730000,0.730000,1.230000,0.730000,HARD,,
22,t22,Aperiodic,12,0.000000,0.000100,0.000100,0.070000,0.070000,0.130000,0.070000,HARD,,
23,t23,Aperiodic,2,0.000000,0.040800,0.068000,0.620000,0.620000,1.040000,0.620000,HARD,,
24,t24,Periodic,13,0.000000,0.001000,0.001000,0.060000,,,0.060000,HARD,,
25,t25,Aperiodic,9,0.000000,0.004900,0.004900,0.140000,0.140000,0.240000,0.140000,HARD,,

