Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,14,0.000000,0.002300,0.002300,0.050000,,,0.050000,HARD,,
2,t02,Aperiodic,15,0.000000,0.018800,0.018800,0.040000,0.040000,0.080000,0.040000,HARD,,
3,t03,Periodic,9,0.000000,0.025400,0.025400,0.080000,,,0.080000,HARD,,
4,t04,Aperiodic,17,0.000000,0.000200,0.000400,0.030000,0.030000,0.070000,0.030000,HARD,,
5,t05,Periodic,25,0.000000,0.001500,0.001500,0.010000,,,0.010000,HARD,,
6,t06,Aperiodic,4,0.000000,0.035500,0.059300,0.310000,0.310000,0.530000,0.310000,HARD,,
7,t07,Aperiodic,5,0.000000,0.172200,0.172200,0.300000,0.300000,0.520000,0.300000,HARD,,
8,t08,Periodic,22,0.000000,0.000700,0.000700,0.020000,,,0.020000,HARD,,
9,t09,Aperiodic,8,0.000000,0.003400,0.003400,0.080000,0.080000,0.140000,0.080000,HARD,,
10,t10,Periodic,13,0.000000,0.014500,0.014500,0.050000,,,0.050000,HARD,,
11,t11,Periodic,24,0.000000,0.002200,0.002200,0.010000,,,0.010000,HARD,,
12,t12,Periodic,12,0.000000,0.000300,0.000300,0.050000,,,0.050000,HARD,,
13,t13,Periodic,7,0.000000,0.001600,0.001600,0.080000,,,0.080000,HARD,,
14,t14,Periodic,21,0.000000,0.005000,0.005000,0.020000,,,0.020000,HARD,,
15,t15,Aperiodic,20,0.000000,0.004700,0.004700,0.020000,0.020000,0.040000,0.020000,HARD,,
16,t16,Aperiodic,10,0.000000,0.040800,0.040800,0.060000,0.060000,0.100000,0.060000,HARD,,
17,t17,Aperiodic,16,0.000000,0.002100,0.002100,0.030000,0.030000,0.070000,0.030000,HARD,,
18,t18,Aperiodic,1,0.000000,0.064200,0.064200,0.730000,0.730000,1.230000,0.730000,HARD,,
19,t19,Aperiodic,2,0.000000,0.062500,0.062500,0.490000,0.490000,0.830000,0.490000,HARD,,
20,t20,Periodic,19,0.000000,0.001800,0.001800,0.020000,,,0.020000,HARD,,
21,t21,Periodic,23,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,18,0.000000,0.001300,0.001300,0.020000,0.020000,0.040000,0.020000,HARD,,
23,t23,Periodic,11,0.000000,0.032800,0.032800,0.050000,,,0.050000,HARD,,
24,t24,Aperiodic,3,0.000000,0.104600,0.104600,0.480000,0.480000,0.820000,0.480000,HARD,,
25,t25,Aperiodic,6,0.000000,0.069700,0.069700,0.130000,0.130000,0.230000,0.130000,HARD,,

