Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,13,0.000000,0.000200,0.000200,0.050000,0.050000,0.090000,0.050000,HARD,,
2,t02,Periodic,18,0.000000,0.010100,0.010100,0.020000,,,0.020000,HARD,,
3,t03,Periodic,11,0.000000,0.009100,0.009100,0.100000,,,0.100000,HARD,,
4,t04,Periodic,25,0.000000,0.002000,0.002000,0.010000,,,0.010000,HARD,,
5,t05,Periodic,17,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
6,t06,Periodic,4,0.000000,0.075300,0.075300,0.650000,,,0.650000,HARD,,
7,t07,Periodic,24,0.000000,0.001600,0.002800,0.010000,,,0.010000,HARD,,
8,t08,Aperiodic,5,0.000000,0.005700,0.009700,0.470000,0.470000,0.790000,0.470000,HARD,,
9,t09,Aperiodic,23,0.000000,0.004900,0.004900,0.010000,0.010000,0.030000,0.010000,HARD,,
10,t10,Aperiodic,22,0.000000,0.004400,0.004400,0.010000,0.010000,0.030000,0.010000,HARD,,
11,t11,Aperiodic,3,0.000000,0.150100,0.150100,0.660000,0.660000,1.120000,0.660000,HARD,,
12,t12,Periodic,8,0.000000,0.044400,0.044400,0.260000,,,0.260000,HARD,,
13,t13,Aperiodic,7,0.000000,0.241600,0.241600,0.430000,0.430000,0.730000,0.430000,HARD,,
14,t14,Periodic,16,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
15,t15,Aperiodic,6,0.000000,0.068900,0.068900,0.460000,0.460000,0.780000,0.460000,HARD,,
16,t16,Periodic,15,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
17,t17,Aperiodic,14,0.000000,0.023400,0.023400,0.030000,0.030000,0.070000,0.030000,HARD,,
18,t18,Periodic,21,0.000000,0.002900,0.002900,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,9,0.000000,0.011600,0.011600,0.140000,0.140000,0.240000,0.140000,HARD,,
20,t20,Aperiodic,2,0.000000,0.159200,0.159200,0.660000,0.660000,1.120000,0.660000,HARD,,
21,t21,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
22,t22,Periodic,19,0.000000,0.006300,0.006300,0.010000,,,0.010000,HARD,,
23,t23,Aperiodic,12,0.000000,0.016900,0.016900,0.060000,0.060000,0.120000,0.060000,HARD,,
24,t24,Aperiodic,10,0.000000,0.006000,0.006000,0.120000,0.120000,0.220000,0.120000,HARD,,
25,t25,Aperiodic,1,0.000000,0.138200,0.138200,0.710000,0.710000,1.190000,0.710000,HARD,,

