Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,10,0.000000,0.000800,0.000800,0.060000,0.060000,0.100000,0.060000,HARD,,
2,t02,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,11,0.000000,0.001100,0.001900,0.050000,0.050000,0.090000,0.050000,HARD,,
4,t04,Aperiodic,2,0.000000,0.055100,0.055100,0.630000,0.630000,1.050000,0.630000,HARD,,
5,t05,Aperiodic,4,0.000000,0.016500,0.016500,0.410000,0.410000,0.690000,0.410000,HARD,,
6,t06,Aperiodic,24,0.000000,0.000500,0.000500,0.010000,0.010000,0.030000,0.010000,HARD,,
7,t07,Aperiodic,3,0.000000,0.055200,0.092200,0.580000,0.580000,0.980000,0.580000,HARD,,
8,t08,Periodic,6,0.000000,0.035300,0.035300,0.240000,,,0.240000,HARD,,
9,t09,Periodic,9,0.000000,0.000100,0.000100,0.070000,,,0.070000,HARD,,
10,t10,Aperiodic,16,0.000000,0.000700,0.000700,0.020000,0.020000,0.040000,0.020000,HARD,,
11,t11,Aperiodic,8,0.000000,0.004300,0.004300,0.090000,0.090000,0.170000,0.090000,HARD,,
12,t12,Aperiodic,1,0.000000,0.022800,0.022800,0.740000,0.740000,1.240000,0.740000,HARD,,
13,t13,Periodic,23,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
14,t14,Periodic,14,0.000000,0.000700,0.000700,0.030000,,,0.030000,HARD,,
15,t15,Periodic,22,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
16,t16,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
17,t17,Periodic,20,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
18,t18,Aperiodic,13,0.000000,0.003100,0.003100,0.030000,0.030000,0.070000,0.030000,HARD,,
19,t19,Periodic,15,0.000000,0.001100,0.001100,0.020000,,,0.020000,HARD,,
20,t20,Aperiodic,5,0.000000,0.009100,0.009100,0.300000,0.300000,0.500000,0.300000,HARD,,
21,t21,Periodic,19,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
22,t22,Periodic,7,0.000000,0.008400,0.008400,0.120000,,,0.120000,HARD,,
23,t23,Periodic,18,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
24,t24,Periodic,17,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
25,t25,Periodic,12,0.000000,0.000200,0.000200,0.030000,,,0.030000,HARD,,

