Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,3,0.000000,0.022600,0.022600,0.450000,0.450000,0.770000,0.450000,HARD,,
2,t02,Aperiodic,15,0.000000,0.000200,0.000200,0.020000,0.020000,0.040000,0.020000,HARD,,
3,t03,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
4,t04,Periodic,24,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
5,t05,Periodic,23,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
6,t06,Aperiodic,1,0.000000,0.006500,0.006500,0.560000,0.560000,0.940000,0.560000,HARD,,
7,t07,Aperiodic,2,0.000000,0.006900,0.006900,0.460000,0.460000,0.780000,0.460000,HARD,,
8,t08,Periodic,9,0.000000,0.001400,0.001400,0.100000,,,0.100000,HARD,,
9,t09,Aperiodic,22,0.000000,0.000600,0.000600,0.010000,0.010000,0.030000,0.010000,HARD,,
10,t10,Aperiodic,4,0.000000,0.006300,0.010700,0.430000,0.430000,0.730000,0.430000,HARD,,
11,t11,Periodic,8,0.000000,0.001700,0.001700,0.140000,,,0.140000,HARD,,
12,t12,Periodic,12,0.000000,0.000600,0.000600,0.040000,,,0.040000,HARD,,
13,t13,Periodic,10,0.000000,0.001000,0.001000,0.060000,,,0.060000,HARD,,
14,t14,Aperiodic,6,0.000000,0.069600,0.069600,0.240000,0.240000,0.420000,0.240000,HARD,,
15,t15,Periodic,21,0.000000,0.001000,0.001000,0.010000,,,0.010000,HARD,,
16,t16,Aperiodic,7,0.000000,0.007900,0.007900,0.220000,0.220000,0.380000,0.220000,HARD,,
17,t17,Aperiodic,20,0.000000,0.000400,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
18,t18,Periodic,19,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
19,t19,Periodic,18,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
20,t20,Periodic,17,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
21,t21,Periodic,16,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,5,0.000000,0.005400,0.005400,0.360000,0.360000,0.620000,0.360000,HARD,,
23,t23,Periodic,14,0.000000,0.001500,0.001500,0.030000,,,0.030000,HARD,,
24,t24,Aperiodic,13,0.000000,0.005200,0.005200,0.030000,0.030000,0.070000,0.030000,HARD,,
25,t25,Periodic,11,0.000000,0.001600,0.001600,0.040000,,,0.040000,HARD,,

