Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,9,0.000000,0.001200,0.002200,0.120000,,,0.120000,HARD,,
2,t02,Aperiodic,5,0.000000,0.009700,0.009700,0.240000,0.240000,0.420000,0.240000,HARD,,
3,t03,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,3,0.000000,0.025200,0.025200,0.360000,0.360000,0.620000,0.360000,HARD,,
5,t05,Periodic,24,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
6,t06,Periodic,18,0.000000,0.003000,0.003000,0.040000,,,0.040000,HARD,,
7,t07,Aperiodic,23,0.000000,0.000600,0.000600,0.010000,0.010000,0.030000,0.010000,HARD,,
8,t08,Periodic,17,0.000000,0.001500,0.001500,0.040000,,,0.040000,HARD,,
9,t09,Aperiodic,12,0.000000,0.000600,0.000600,0.090000,0.090000,0.170000,0.090000,HARD,,
10,t10,Aperiodic,1,0.000000,0.017100,0.017100,0.550000,0.550000,0.930000,0.550000,HARD,,
11,t11,Aperiodic,11,0.000000,0.005200,0.005200,0.090000,0.090000,0.150000,0.090000,HARD,,
12,t12,Aperiodic,20,0.000000,0.000100,0.000100,0.020000,0.020000,0.040000,0.020000,HARD,,
13,t13,Periodic,8,0.000000,0.001600,0.001600,0.150000,,,0.150000,HARD,,
14,t14,Periodic,15,0.000000,0.001500,0.001500,0.050000,,,0.050000,HARD,,
15,t15,Periodic,4,0.000000,0.027100,0.027100,0.280000,,,0.280000,HARD,,
16,t16,Periodic,22,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
17,t17,Periodic,19,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
18,t18,Aperiodic,7,0.000000,0.023000,0.023000,0.170000,0.170000,0.290000,0.170000,HARD,,
19,t19,Periodic,16,0.000000,0.000600,0.000600,0.040000,,,0.040000,HARD,,
20,t20,Aperiodic,10,0.000000,0.006300,0.010500,0.090000,0.090000,0.150000,0.090000,HARD,,
21,t21,Periodic,13,0.000000,0.000200,0.000200,0.060000,,,0.060000,HARD,,
22,t22,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
23,t23,Aperiodic,14,0.000000,0.003200,0.003200,0.050000,0.050000,0.090000,0.050000,HARD,,
24,t24,Periodic,6,0.000000,0.005900,0.005900,0.200000,,,0.200000,HARD,,
25,t25,Aperiodic,2,0.000000,0.039900,0.039900,0.530000,0.530000,0.890000,0.530000,HARD,,

