Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,9,0.000000,0.002000,0.002000,0.090000,0.090000,0.170000,0.090000,HARD,,
2,t02,Periodic,17,0.000000,0.000800,0.000800,0.030000,,,0.030000,HARD,,
3,t03,Aperiodic,25,0.000000,0.000300,0.000300,0.010000,0.010000,0.030000,0.010000,HARD,,
4,t04,Aperiodic,5,0.000000,0.000100,0.000100,0.150000,0.150000,0.250000,0.150000,HARD,,
5,t05,Periodic,21,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
6,t06,Periodic,24,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,12,0.000000,0.004900,0.004900,0.060000,0.060000,0.100000,0.060000,HARD,,
8,t08,Periodic,16,0.000000,0.001700,0.001700,0.030000,,,0.030000,HARD,,
9,t09,Periodic,13,0.000000,0.001600,0.001600,0.040000,,,0.040000,HARD,,
10,t10,Aperiodic,15,0.000000,0.000300,0.000300,0.030000,0.030000,0.050000,0.030000,HARD,,
11,t11,Aperiodic,1,0.000000,0.017400,0.017400,0.630000,0.630000,1.070000,0.630000,HARD,,
12,t12,Aperiodic,8,0.000000,0.005600,0.005600,0.090000,0.090000,0.170000,0.090000,HARD,,
13,t13,Periodic,20,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
14,t14,Aperiodic,11,0.000000,0.004000,0.004000,0.060000,0.060000,0.100000,0.060000,HARD,,
15,t15,Periodic,7,0.000000,0.003000,0.005000,0.090000,,,0.090000,HARD,,
16,t16,Aperiodic,2,0.000000,0.005000,0.005000,0.280000,0.280000,0.480000,0.280000,HARD,,
17,t17,Aperiodic,14,0.000000,0.000300,0.000300,0.030000,0.030000,0.070000,0.030000,HARD,,
18,t18,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
19,t19,Periodic,10,0.000000,0.002100,0.002100,0.060000,,,0.060000,HARD,,
20,t20,Periodic,22,0.000000,0.001200,0.002200,0.010000,,,0.010000,HARD,,
21,t21,Periodic,19,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
22,t22,Periodic,18,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
23,t23,Periodic,4,0.000000,0.025400,0.025400,0.180000,,,0.180000,HARD,,
24,t24,Periodic,3,0.000000,0.003600,0.003600,0.260000,,,0.260000,HARD,,
25,t25,Aperiodic,6,0.000000,0.008500,0.008500,0.090000,0.090000,0.170000,0.090000,HARD,,

