Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,8,0.000000,0.004400,0.004400,0.100000,0.100000,0.180000,0.100000,HARD,,
2,t02,Periodic,25,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
3,t03,Periodic,24,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,15,0.000000,0.001200,0.001200,0.080000,0.080000,0.140000,0.080000,HARD,,
5,t05,Periodic,23,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
6,t06,Aperiodic,12,0.000000,0.003100,0.003100,0.090000,0.090000,0.150000,0.090000,HARD,,
7,t07,Periodic,6,0.000000,0.003400,0.003400,0.150000,,,0.150000,HARD,,
8,t08,Periodic,22,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
9,t09,Aperiodic,4,0.000000,0.017900,0.017900,0.240000,0.240000,0.400000,0.240000,HARD,,
10,t10,Periodic,1,0.000000,0.008000,0.008000,0.360000,,,0.360000,HARD,,
11,t11,Periodic,11,0.000000,0.011600,0.011600,0.090000,,,0.090000,HARD,,
12,t12,Aperiodic,14,0.000000,0.004100,0.004100,0.080000,0.080000,0.140000,0.080000,HARD,,
13,t13,Aperiodic,10,0.000000,0.002000,0.002000,0.090000,0.090000,0.150000,0.090000,HARD,,
14,t14,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,18,0.000000,0.000400,0.000400,0.030000,0.030000,0.050000,0.030000,HARD,,
16,t16,Periodic,9,0.000000,0.005500,0.005500,0.090000,,,0.090000,HARD,,
17,t17,Aperiodic,17,0.000000,0.002100,0.002100,0.030000,0.030000,0.050000,0.030000,HARD,,
18,t18,Aperiodic,7,0.000000,0.000900,0.000900,0.120000,0.120000,0.200000,0.120000,HARD,,
19,t19,Periodic,16,0.000000,0.000300,0.000500,0.030000,,,0.030000,HARD,,
20,t20,Aperiodic,20,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
21,t21,Periodic,5,0.000000,0.013300,0.013300,0.160000,,,0.160000,HARD,,
22,t22,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
23,t23,Aperiodic,13,0.000000,0.000900,0.001500,0.080000,0.080000,0.140000,0.080000,HARD,,
24,t24,Aperiodic,2,0.000000,0.010100,0.010100,0.290000,0.290000,0.490000,0.290000,HARD,,
25,t25,Aperiodic,3,0.000000,0.040500,0.040500,0.260000,0.260000,0.440000,0.260000,HARD,,

