Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000600,0.001200,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,15,0.000000,0.000300,0.000500,0.050000,0.050000,0.090000,0.050000,HARD,,
3,t03,Aperiodic,20,0.000000,0.002900,0.004900,0.030000,0.030000,0.070000,0.030000,HARD,,
4,t04,Periodic,13,0.000000,0.000800,0.000800,0.060000,,,0.060000,HARD,,
5,t05,Aperiodic,3,0.000000,0.002400,0.002400,0.340000,0.340000,0.580000,0.340000,HARD,,
6,t06,Periodic,12,0.000000,0.004400,0.004400,0.060000,,,0.060000,HARD,,
7,t07,Periodic,24,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
8,t08,Aperiodic,11,0.000000,0.000500,0.000500,0.060000,0.060000,0.100000,0.060000,HARD,,
9,t09,Aperiodic,6,0.000000,0.001200,0.002200,0.120000,0.120000,0.200000,0.120000,HARD,,
10,t10,Periodic,14,0.000000,0.000600,0.001000,0.050000,,,0.050000,HARD,,
11,t11,Periodic,16,0.000000,0.000300,0.000300,0.040000,,,0.040000,HARD,,
12,t12,Periodic,10,0.000000,0.002200,0.003800,0.060000,,,0.060000,HARD,,
13,t13,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
14,t14,Aperiodic,8,0.000000,0.002500,0.002500,0.090000,0.090000,0.150000,0.090000,HARD,,
15,t15,Aperiodic,1,0.000000,0.044400,0.044400,0.430000,0.430000,0.730000,0.430000,HARD,,
16,t16,Aperiodic,4,0.000000,0.004900,0.004900,0.140000,0.140000,0.240000,0.140000,HARD,,
17,t17,Periodic,2,0.000000,0.000500,0.000500,0.360000,,,0.360000,HARD,,
18,t18,Aperiodic,9,0.000000,0.004400,0.007400,0.080000,0.080000,0.140000,0.080000,HARD,,
19,t19,Periodic,19,0.000000,0.003100,0.003100,0.030000,,,0.030000,HARD,,
20,t20,Periodic,22,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
21,t21,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,7,0.000000,0.000900,0.001700,0.090000,0.090000,0.150000,0.090000,HARD,,
23,t23,Aperiodic,5,0.000000,0.004800,0.008200,0.130000,0.130000,0.230000,0.130000,HARD,,
24,t24,Aperiodic,18,0.000000,0.000600,0.001000,0.030000,0.030000,0.050000,0.030000,HARD,,
25,t25,Aperiodic,17,0.000000,0.004200,0.004200,0.030000,0.030000,0.050000,0.030000,HARD,,

