Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,11,0.000000,0.006300,0.006300,0.060000,0.060000,0.120000,0.060000,HARD,,
2,t02,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,4,0.000000,0.007400,0.007400,0.350000,0.350000,0.590000,0.350000,HARD,,
4,t04,Aperiodic,2,0.000000,0.045800,0.076400,0.470000,0.470000,0.790000,0.470000,HARD,,
5,t05,Aperiodic,1,0.000000,0.012900,0.021700,0.740000,0.740000,1.240000,0.740000,HARD,,
6,t06,Aperiodic,10,0.000000,0.002500,0.004300,0.060000,0.060000,0.100000,0.060000,HARD,,
7,t07,Periodic,24,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
8,t08,Periodic,12,0.000000,0.000600,0.000600,0.040000,,,0.040000,HARD,,
9,t09,Periodic,23,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
10,t10,Aperiodic,6,0.000000,0.002000,0.002000,0.170000,0.170000,0.290000,0.170000,HARD,,
11,t11,Periodic,22,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,16,0.000000,0.003400,0.003400,0.030000,0.030000,0.050000,0.030000,HARD,,
13,t13,Periodic,21,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
14,t14,Periodic,15,0.000000,0.000300,0.000700,0.030000,,,0.030000,HARD,,
15,t15,Periodic,8,0.000000,0.007500,0.012500,0.090000,,,0.090000,HARD,,
16,t16,Aperiodic,9,0.000000,0.000700,0.001300,0.070000,0.070000,0.130000,0.070000,HARD,,
17,t17,Periodic,20,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
18,t18,Aperiodic,14,0.000000,0.000900,0.000900,0.030000,0.030000,0.070000,0.030000,HARD,,
19,t19,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
20,t20,Periodic,5,0.000000,0.001400,0.002400,0.200000,,,0.200000,HARD,,
21,t21,Periodic,13,0.000000,0.001700,0.001700,0.030000,,,0.030000,HARD,,
22,t22,Aperiodic,7,0.000000,0.000700,0.000700,0.130000,0.130000,0.230000,0.130000,HARD,,
23,t23,Aperiodic,18,0.000000,0.000700,0.000700,0.010000,0.010000,0.030000,0.010000,HARD,,
24,t24,Aperiodic,17,0.000000,0.000400,0.000400,0.010000,0.010000,0.030000,0.010000,HARD,,
25,t25,Aperiodic,3,0.000000,0.016700,0.027900,0.400000,0.400000,0.680000,0.400000,HARD,,

