Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,21,0.000000,0.000900,0.000900,0.020000,,,0.020000,HARD,,
2,t02,Aperiodic,6,0.000000,0.006700,0.006700,0.140000,0.140000,0.240000,0.140000,HARD,,
3,t03,Periodic,25,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
4,t04,Periodic,13,0.000000,0.000900,0.001500,0.030000,,,0.030000,HARD,,
5,t05,Periodic,20,0.000000,0.000700,0.000700,0.020000,,,0.020000,HARD,,
6,t06,Aperiodic,24,0.000000,0.000700,0.001300,0.010000,0.010000,0.030000,0.010000,HARD,,
7,t07,Periodic,5,0.000000,0.003000,0.003000,0.270000,,,0.270000,HARD,,
8,t08,Aperiodic,2,0.000000,0.024700,0.041300,0.510000,0.510000,0.870000,0.510000,HARD,,
9,t09,Aperiodic,12,0.000000,0.001500,0.002500,0.030000,0.030000,0.070000,0.030000,HARD,,
10,t10,Aperiodic,19,0.000000,0.000300,0.000500,0.020000,0.020000,0.040000,0.020000,HARD,,
11,t11,Periodic,18,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
12,t12,Aperiodic,11,0.000000,0.002500,0.002500,0.030000,0.030000,0.070000,0.030000,HARD,,
13,t13,Aperiodic,4,0.000000,0.069400,0.069400,0.300000,0.300000,0.520000,0.300000,HARD,,
14,t14,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,1,0.000000,0.001600,0.002800,0.510000,0.510000,0.850000,0.510000,HARD,,
16,t16,Periodic,17,0.000000,0.000900,0.000900,0.020000,,,0.020000,HARD,,
17,t17,Periodic,7,0.000000,0.000600,0.000600,0.090000,,,0.090000,HARD,,
18,t18,Periodic,22,0.000000,0.000100,0.000300,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,3,0.000000,0.024100,0.024100,0.360000,0.360000,0.600000,0.360000,HARD,,
20,t20,Aperiodic,10,0.000000,0.005700,0.005700,0.040000,0.040000,0.080000,0.040000,HARD,,
21,t21,Aperiodic,16,0.000000,0.000200,0.000200,0.020000,0.020000,0.040000,0.020000,HARD,,
22,t22,Periodic,9,0.000000,0.000200,0.000400,0.050000,,,0.050000,HARD,,
23,t23,Periodic,15,0.000000,0.000500,0.000900,0.020000,,,0.020000,HARD,,
24,t24,Aperiodic,8,0.000000,0.000400,0.000800,0.080000,0.080000,0.140000,0.080000,HARD,,
25,t25,Aperiodic,14,0.000000,0.000200,0.000200,0.020000,0.020000,0.040000,0.020000,HARD,,

