Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,8,0.000000,0.005200,0.005200,0.100000,0.100000,0.180000,0.100000,HARD,,
3,t03,Periodic,6,0.000000,0.009500,0.015900,0.180000,,,0.180000,HARD,,
4,t04,Periodic,24,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
5,t05,Aperiodic,11,0.000000,0.002200,0.002200,0.060000,0.060000,0.100000,0.060000,HARD,,
6,t06,Periodic,23,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,1,0.000000,0.009400,0.015800,0.730000,0.730000,1.230000,0.730000,HARD,,
8,t08,Aperiodic,2,0.000000,0.009800,0.016400,0.720000,0.720000,1.200000,0.720000,HARD,,
9,t09,Periodic,22,0.000000,0.000400,0.000800,0.010000,,,0.010000,HARD,,
10,t10,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
11,t11,Aperiodic,4,0.000000,0.015500,0.025900,0.310000,0.310000,0.530000,0.310000,HARD,,
12,t12,Aperiodic,3,0.000000,0.027300,0.027300,0.680000,0.680000,1.140000,0.680000,HARD,,
13,t13,Periodic,20,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
14,t14,Periodic,19,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,7,0.000000,0.002200,0.003800,0.140000,0.140000,0.240000,0.140000,HARD,,
16,t16,Aperiodic,10,0.000000,0.003800,0.003800,0.070000,0.070000,0.130000,0.070000,HARD,,
17,t17,Aperiodic,16,0.000000,0.000300,0.000300,0.020000,0.020000,0.040000,0.020000,HARD,,
18,t18,Periodic,18,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,12,0.000000,0.001500,0.001500,0.040000,0.040000,0.080000,0.040000,HARD,,
20,t20,Periodic,15,0.000000,0.001900,0.001900,0.030000,,,0.030000,HARD,,
21,t21,Periodic,14,0.000000,0.001000,0.001000,0.030000,,,0.030000,HARD,,
22,t22,Aperiodic,9,0.000000,0.011000,0.011000,0.090000,0.090000,0.150000,0.090000,HARD,,
23,t23,Periodic,17,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
24,t24,Aperiodic,5,0.000000,0.018000,0.018000,0.190000,0.190000,0.330000,0.190000,HARD,,
25,t25,Aperiodic,13,0.000000,0.001300,0.001300,0.030000,0.030000,0.070000,0.030000,HARD,,

