Run,countDM,numSol,ratioDM
1,0,40000,0.00000000000000000000
2,0,40000,0.00000000000000000000
3,0,40000,0.00000000000000000000
4,8,40000,0.00020000000000000001
5,0,40000,0.00000000000000000000
6,0,40000,0.00000000000000000000
7,1,40000,0.00002500000000000000
8,5,40000,0.00012500000000000000
9,1,40000,0.00002500000000000000
10,6,40000,0.00014999999999999999
11,0,40000,0.00000000000000000000
12,2,40000,0.00005000000000000000
13,20,40000,0.00050000000000000001
14,29,40000,0.00072499999999999995
15,0,40000,0.00000000000000000000
16,2,40000,0.00005000000000000000
17,0,40000,0.00000000000000000000
18,0,40000,0.00000000000000000000
19,0,40000,0.00000000000000000000
20,3,40000,0.00007499999999999999
21,1,40000,0.00002500000000000000
22,0,40000,0.00000000000000000000
23,8,40000,0.00020000000000000001
24,13,40000,0.00032499999999999999
25,4,40000,0.00010000000000000000
26,0,40000,0.00000000000000000000
27,5,40000,0.00012500000000000000
28,2,40000,0.00005000000000000000
29,4,40000,0.00010000000000000000
30,0,40000,0.00000000000000000000
31,0,40000,0.00000000000000000000
32,6,40000,0.00014999999999999999
33,0,40000,0.00000000000000000000
34,0,40000,0.00000000000000000000
35,0,40000,0.00000000000000000000
36,5,40000,0.00012500000000000000
37,0,40000,0.00000000000000000000
38,12,40000,0.00029999999999999997
39,5,40000,0.00012500000000000000
40,2,40000,0.00005000000000000000
41,0,40000,0.00000000000000000000
42,6,40000,0.00014999999999999999
43,0,40000,0.00000000000000000000
44,6,40000,0.00014999999999999999
45,9,40000,0.00022499999999999999
46,3,40000,0.00007499999999999999
47,2,40000,0.00005000000000000000
48,0,40000,0.00000000000000000000
49,0,40000,0.00000000000000000000
50,4,40000,0.00010000000000000000
