Run,countDM,numSol,ratioDM
1,23,40000,0.00057499999999999999
2,0,40000,0.00000000000000000000
3,0,40000,0.00000000000000000000
4,32,40000,0.00080000000000000004
5,1,40000,0.00002500000000000000
6,10,40000,0.00025000000000000001
7,0,40000,0.00000000000000000000
8,0,40000,0.00000000000000000000
9,0,40000,0.00000000000000000000
10,0,40000,0.00000000000000000000
11,1,40000,0.00002500000000000000
12,35,40000,0.00087500000000000002
13,13,40000,0.00032499999999999999
14,0,40000,0.00000000000000000000
15,0,40000,0.00000000000000000000
16,28,40000,0.00069999999999999999
17,46,40000,0.00114999999999999998
18,0,40000,0.00000000000000000000
19,0,40000,0.00000000000000000000
20,0,40000,0.00000000000000000000
21,6,40000,0.00014999999999999999
22,3,40000,0.00007499999999999999
23,0,40000,0.00000000000000000000
24,17,40000,0.00042499999999999998
25,5,40000,0.00012500000000000000
26,1,40000,0.00002500000000000000
27,5,40000,0.00012500000000000000
28,2,40000,0.00005000000000000000
29,0,40000,0.00000000000000000000
30,3,40000,0.00007499999999999999
31,38,40000,0.00095000000000000000
32,2,40000,0.00005000000000000000
33,27,40000,0.00067500000000000004
34,0,40000,0.00000000000000000000
35,1,40000,0.00002500000000000000
36,0,40000,0.00000000000000000000
37,0,40000,0.00000000000000000000
38,1,40000,0.00002500000000000000
39,0,40000,0.00000000000000000000
40,7,40000,0.00017500000000000000
41,21,40000,0.00052499999999999997
42,15,40000,0.00037500000000000001
43,9,40000,0.00022499999999999999
44,2,40000,0.00005000000000000000
45,0,40000,0.00000000000000000000
46,0,40000,0.00000000000000000000
47,1,40000,0.00002500000000000000
48,4,40000,0.00010000000000000000
49,0,40000,0.00000000000000000000
50,0,40000,0.00000000000000000000
