Run,countDM,numSol,ratioDM
1,0,40000,0.00000000000000000000
2,1,40000,0.00002500000000000000
3,0,40000,0.00000000000000000000
4,0,40000,0.00000000000000000000
5,0,40000,0.00000000000000000000
6,0,40000,0.00000000000000000000
7,0,40000,0.00000000000000000000
8,0,40000,0.00000000000000000000
9,20,40000,0.00050000000000000001
10,0,40000,0.00000000000000000000
11,0,40000,0.00000000000000000000
12,0,40000,0.00000000000000000000
13,0,40000,0.00000000000000000000
14,0,40000,0.00000000000000000000
15,0,40000,0.00000000000000000000
16,0,40000,0.00000000000000000000
17,0,40000,0.00000000000000000000
18,1,40000,0.00002500000000000000
19,5,40000,0.00012500000000000000
20,3,40000,0.00007499999999999999
21,1,40000,0.00002500000000000000
22,0,40000,0.00000000000000000000
23,0,40000,0.00000000000000000000
24,0,40000,0.00000000000000000000
25,0,40000,0.00000000000000000000
26,4,40000,0.00010000000000000000
27,1,40000,0.00002500000000000000
28,1,40000,0.00002500000000000000
29,1,40000,0.00002500000000000000
30,0,40000,0.00000000000000000000
31,0,40000,0.00000000000000000000
32,0,40000,0.00000000000000000000
33,0,40000,0.00000000000000000000
34,0,40000,0.00000000000000000000
35,0,40000,0.00000000000000000000
36,0,40000,0.00000000000000000000
37,3,40000,0.00007499999999999999
38,0,40000,0.00000000000000000000
39,0,40000,0.00000000000000000000
40,1,40000,0.00002500000000000000
41,0,40000,0.00000000000000000000
42,11,40000,0.00027500000000000002
43,0,40000,0.00000000000000000000
44,1,40000,0.00002500000000000000
45,0,40000,0.00000000000000000000
46,0,40000,0.00000000000000000000
47,3,40000,0.00007499999999999999
48,0,40000,0.00000000000000000000
49,0,40000,0.00000000000000000000
50,0,40000,0.00000000000000000000
