Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,5,0.000000,0.001800,0.001800,0.180000,,,0.180000,HARD,,
2,t02,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
3,t03,Periodic,17,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
4,t04,Aperiodic,15,0.000000,0.001500,0.001500,0.050000,0.050000,0.090000,0.050000,HARD,,
5,t05,Aperiodic,1,0.000000,0.010900,0.010900,0.550000,0.550000,0.930000,0.550000,HARD,,
6,t06,Periodic,12,0.000000,0.001100,0.001100,0.080000,,,0.080000,HARD,,
7,t07,Periodic,11,0.000000,0.009900,0.009900,0.080000,,,0.080000,HARD,,
8,t08,Periodic,14,0.000000,0.000500,0.000500,0.060000,,,0.060000,HARD,,
9,t09,Periodic,8,0.000000,0.000500,0.000500,0.090000,,,0.090000,HARD,,
10,t10,Periodic,24,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
11,t11,Periodic,10,0.000000,0.004100,0.004100,0.080000,,,0.080000,HARD,,
12,t12,Periodic,20,0.000000,0.000500,0.000900,0.020000,,,0.020000,HARD,,
13,t13,Periodic,19,0.000000,0.001100,0.001100,0.020000,,,0.020000,HARD,,
14,t14,Aperiodic,23,0.000000,0.001000,0.001000,0.010000,0.010000,0.030000,0.010000,HARD,,
15,t15,Periodic,4,0.000000,0.003600,0.003600,0.180000,,,0.180000,HARD,,
16,t16,Aperiodic,22,0.000000,0.000500,0.000500,0.010000,0.010000,0.030000,0.010000,HARD,,
17,t17,Periodic,7,0.000000,0.006800,0.006800,0.090000,,,0.090000,HARD,,
18,t18,Periodic,6,0.000000,0.001300,0.001300,0.120000,,,0.120000,HARD,,
19,t19,Aperiodic,3,0.000000,0.027500,0.027500,0.460000,0.460000,0.780000,0.460000,HARD,,
20,t20,Aperiodic,2,0.000000,0.084000,0.084000,0.540000,0.540000,0.920000,0.540000,HARD,,
21,t21,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
22,t22,Periodic,18,0.000000,0.000800,0.000800,0.020000,,,0.020000,HARD,,
23,t23,Periodic,9,0.000000,0.001600,0.001600,0.080000,,,0.080000,HARD,,
24,t24,Periodic,16,0.000000,0.001000,0.001000,0.030000,,,0.030000,HARD,,
25,t25,Periodic,13,0.000000,0.004300,0.007300,0.060000,,,0.060000,HARD,,

