Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
2,t02,Periodic,10,0.000000,0.004400,0.004400,0.070000,,,0.070000,HARD,,
3,t03,Aperiodic,3,0.000000,0.002300,0.002300,0.190000,0.190000,0.330000,0.190000,HARD,,
4,t04,Aperiodic,20,0.000000,0.000900,0.000900,0.020000,0.020000,0.040000,0.020000,HARD,,
5,t05,Periodic,14,0.000000,0.000800,0.000800,0.040000,,,0.040000,HARD,,
6,t06,Aperiodic,7,0.000000,0.005800,0.005800,0.100000,0.100000,0.180000,0.100000,HARD,,
7,t07,Periodic,24,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
8,t08,Periodic,4,0.000000,0.010900,0.010900,0.160000,,,0.160000,HARD,,
9,t09,Periodic,13,0.000000,0.000300,0.000300,0.040000,,,0.040000,HARD,,
10,t10,Periodic,19,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
11,t11,Aperiodic,2,0.000000,0.003500,0.003500,0.270000,0.270000,0.470000,0.270000,HARD,,
12,t12,Periodic,23,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
13,t13,Aperiodic,12,0.000000,0.000400,0.000400,0.040000,0.040000,0.080000,0.040000,HARD,,
14,t14,Aperiodic,8,0.000000,0.005700,0.009500,0.090000,0.090000,0.170000,0.090000,HARD,,
15,t15,Aperiodic,18,0.000000,0.000100,0.000100,0.030000,0.030000,0.050000,0.030000,HARD,,
16,t16,Aperiodic,11,0.000000,0.001800,0.001800,0.040000,0.040000,0.080000,0.040000,HARD,,
17,t17,Periodic,1,0.000000,0.000300,0.000300,0.280000,,,0.280000,HARD,,
18,t18,Aperiodic,17,0.000000,0.002800,0.002800,0.030000,0.030000,0.050000,0.030000,HARD,,
19,t19,Periodic,6,0.000000,0.002100,0.002100,0.120000,,,0.120000,HARD,,
20,t20,Aperiodic,5,0.000000,0.000500,0.000500,0.120000,0.120000,0.200000,0.120000,HARD,,
21,t21,Aperiodic,9,0.000000,0.004100,0.006900,0.080000,0.080000,0.140000,0.080000,HARD,,
22,t22,Periodic,22,0.000000,0.000900,0.000900,0.010000,,,0.010000,HARD,,
23,t23,Periodic,16,0.000000,0.003800,0.003800,0.030000,,,0.030000,HARD,,
24,t24,Aperiodic,21,0.000000,0.001300,0.001300,0.010000,0.010000,0.030000,0.010000,HARD,,
25,t25,Aperiodic,15,0.000000,0.000300,0.000300,0.030000,0.030000,0.050000,0.030000,HARD,,

