Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,4,0.000000,0.000400,0.000400,0.330000,0.330000,0.550000,0.330000,HARD,,
2,t02,Aperiodic,17,0.000000,0.000100,0.000100,0.030000,0.030000,0.070000,0.030000,HARD,,
3,t03,Periodic,25,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,10,0.000000,0.007900,0.007900,0.110000,0.110000,0.190000,0.110000,HARD,,
5,t05,Periodic,24,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
6,t06,Aperiodic,15,0.000000,0.001100,0.001100,0.040000,0.040000,0.080000,0.040000,HARD,,
7,t07,Aperiodic,14,0.000000,0.000600,0.001000,0.040000,0.040000,0.080000,0.040000,HARD,,
8,t08,Periodic,5,0.000000,0.022100,0.022100,0.280000,,,0.280000,HARD,,
9,t09,Aperiodic,7,0.000000,0.007700,0.007700,0.170000,0.170000,0.290000,0.170000,HARD,,
10,t10,Aperiodic,23,0.000000,0.000300,0.000300,0.010000,0.010000,0.030000,0.010000,HARD,,
11,t11,Periodic,11,0.000000,0.000200,0.000200,0.060000,,,0.060000,HARD,,
12,t12,Periodic,16,0.000000,0.000900,0.000900,0.030000,,,0.030000,HARD,,
13,t13,Aperiodic,3,0.000000,0.055000,0.055000,0.400000,0.400000,0.680000,0.400000,HARD,,
14,t14,Aperiodic,13,0.000000,0.002400,0.002400,0.040000,0.040000,0.080000,0.040000,HARD,,
15,t15,Periodic,9,0.000000,0.003100,0.003100,0.140000,,,0.140000,HARD,,
16,t16,Aperiodic,1,0.000000,0.058100,0.096900,0.700000,0.700000,1.180000,0.700000,HARD,,
17,t17,Aperiodic,8,0.000000,0.000100,0.000100,0.140000,0.140000,0.240000,0.140000,HARD,,
18,t18,Periodic,22,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
19,t19,Periodic,12,0.000000,0.000500,0.000500,0.040000,,,0.040000,HARD,,
20,t20,Aperiodic,2,0.000000,0.007600,0.007600,0.490000,0.490000,0.830000,0.490000,HARD,,
21,t21,Periodic,21,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,6,0.000000,0.028000,0.028000,0.220000,0.220000,0.380000,0.220000,HARD,,
23,t23,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
24,t24,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
25,t25,Periodic,18,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,

