Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,1,0.000000,0.083000,0.138400,0.800000,,,0.800000,HARD,,
2,t02,Periodic,17,0.000000,0.000300,0.000300,0.030000,,,0.030000,HARD,,
3,t03,Periodic,9,0.000000,0.000600,0.000600,0.080000,,,0.080000,HARD,,
4,t04,Periodic,25,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
5,t05,Aperiodic,2,0.000000,0.055800,0.055800,0.670000,0.670000,1.130000,0.670000,HARD,,
6,t06,Periodic,19,0.000000,0.001200,0.001200,0.020000,,,0.020000,HARD,,
7,t07,Periodic,24,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
8,t08,Periodic,18,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
9,t09,Periodic,16,0.000000,0.000300,0.000300,0.030000,,,0.030000,HARD,,
10,t10,Periodic,13,0.000000,0.001200,0.001200,0.050000,,,0.050000,HARD,,
11,t11,Periodic,12,0.000000,0.000400,0.000400,0.050000,,,0.050000,HARD,,
12,t12,Aperiodic,3,0.000000,0.027600,0.027600,0.510000,0.510000,0.870000,0.510000,HARD,,
13,t13,Periodic,23,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
14,t14,Periodic,6,0.000000,0.000400,0.000400,0.150000,,,0.150000,HARD,,
15,t15,Periodic,15,0.000000,0.001300,0.001300,0.040000,,,0.040000,HARD,,
16,t16,Periodic,14,0.000000,0.000100,0.000100,0.040000,,,0.040000,HARD,,
17,t17,Periodic,22,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
18,t18,Periodic,21,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
19,t19,Periodic,8,0.000000,0.005500,0.005500,0.120000,,,0.120000,HARD,,
20,t20,Periodic,7,0.000000,0.002300,0.002300,0.120000,,,0.120000,HARD,,
21,t21,Periodic,11,0.000000,0.002400,0.002400,0.060000,,,0.060000,HARD,,
22,t22,Periodic,5,0.000000,0.009300,0.009300,0.150000,,,0.150000,HARD,,
23,t23,Aperiodic,4,0.000000,0.042300,0.042300,0.430000,0.430000,0.730000,0.430000,HARD,,
24,t24,Periodic,10,0.000000,0.001600,0.001600,0.060000,,,0.060000,HARD,,
25,t25,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,

