Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,5,0.000000,0.003800,0.003800,0.210000,0.210000,0.350000,0.210000,HARD,,
2,t02,Aperiodic,1,0.000000,0.011200,0.011200,0.610000,0.610000,1.030000,0.610000,HARD,,
3,t03,Periodic,25,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
4,t04,Periodic,11,0.000000,0.001100,0.001100,0.050000,,,0.050000,HARD,,
5,t05,Aperiodic,24,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
6,t06,Aperiodic,16,0.000000,0.000600,0.000600,0.030000,0.030000,0.050000,0.030000,HARD,,
7,t07,Aperiodic,7,0.000000,0.007900,0.007900,0.110000,0.110000,0.190000,0.110000,HARD,,
8,t08,Aperiodic,2,0.000000,0.026800,0.026800,0.580000,0.580000,0.980000,0.580000,HARD,,
9,t09,Aperiodic,4,0.000000,0.004300,0.004300,0.210000,0.210000,0.350000,0.210000,HARD,,
10,t10,Periodic,13,0.000000,0.002100,0.002100,0.040000,,,0.040000,HARD,,
11,t11,Periodic,23,0.000000,0.000600,0.001200,0.010000,,,0.010000,HARD,,
12,t12,Periodic,19,0.000000,0.001700,0.001700,0.020000,,,0.020000,HARD,,
13,t13,Aperiodic,6,0.000000,0.001900,0.001900,0.140000,0.140000,0.240000,0.140000,HARD,,
14,t14,Aperiodic,9,0.000000,0.002200,0.002200,0.070000,0.070000,0.130000,0.070000,HARD,,
15,t15,Periodic,8,0.000000,0.003300,0.003300,0.100000,,,0.100000,HARD,,
16,t16,Periodic,18,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
17,t17,Aperiodic,15,0.000000,0.000300,0.000300,0.030000,0.030000,0.050000,0.030000,HARD,,
18,t18,Periodic,22,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
19,t19,Periodic,21,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
20,t20,Periodic,17,0.000000,0.001600,0.001600,0.020000,,,0.020000,HARD,,
21,t21,Periodic,20,0.000000,0.000300,0.000500,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,10,0.000000,0.001200,0.001200,0.050000,0.050000,0.090000,0.050000,HARD,,
23,t23,Periodic,12,0.000000,0.000900,0.000900,0.040000,,,0.040000,HARD,,
24,t24,Aperiodic,14,0.000000,0.002100,0.002100,0.030000,0.030000,0.070000,0.030000,HARD,,
25,t25,Aperiodic,3,0.000000,0.032400,0.032400,0.300000,0.300000,0.520000,0.300000,HARD,,

