Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,17,0.000000,0.000100,0.000100,0.040000,,,0.040000,HARD,,
2,t02,Aperiodic,6,0.000000,0.051000,0.051000,0.230000,0.230000,0.390000,0.230000,HARD,,
3,t03,Aperiodic,4,0.000000,0.006800,0.006800,0.300000,0.300000,0.500000,0.300000,HARD,,
4,t04,Periodic,3,0.000000,0.004200,0.004200,0.320000,,,0.320000,HARD,,
5,t05,Periodic,11,0.000000,0.001500,0.002500,0.120000,,,0.120000,HARD,,
6,t06,Aperiodic,5,0.000000,0.001500,0.001500,0.250000,0.250000,0.430000,0.250000,HARD,,
7,t07,Periodic,20,0.000000,0.002700,0.002700,0.030000,,,0.030000,HARD,,
8,t08,Aperiodic,19,0.000000,0.001200,0.001200,0.030000,0.030000,0.070000,0.030000,HARD,,
9,t09,Aperiodic,8,0.000000,0.001300,0.001300,0.150000,0.150000,0.270000,0.150000,HARD,,
10,t10,Aperiodic,16,0.000000,0.000800,0.000800,0.040000,0.040000,0.080000,0.040000,HARD,,
11,t11,Periodic,18,0.000000,0.001500,0.001500,0.030000,,,0.030000,HARD,,
12,t12,Periodic,10,0.000000,0.003100,0.003100,0.120000,,,0.120000,HARD,,
13,t13,Aperiodic,7,0.000000,0.008600,0.008600,0.150000,0.150000,0.250000,0.150000,HARD,,
14,t14,Periodic,15,0.000000,0.000800,0.001400,0.050000,,,0.050000,HARD,,
15,t15,Aperiodic,9,0.000000,0.002500,0.002500,0.120000,0.120000,0.200000,0.120000,HARD,,
16,t16,Aperiodic,14,0.000000,0.001300,0.001300,0.050000,0.050000,0.090000,0.050000,HARD,,
17,t17,Periodic,13,0.000000,0.007300,0.007300,0.080000,,,0.080000,HARD,,
18,t18,Aperiodic,2,0.000000,0.029000,0.029000,0.380000,0.380000,0.640000,0.380000,HARD,,
19,t19,Aperiodic,1,0.000000,0.002100,0.002100,0.720000,0.720000,1.200000,0.720000,HARD,,
20,t20,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
21,t21,Aperiodic,12,0.000000,0.000800,0.000800,0.090000,0.090000,0.170000,0.090000,HARD,,
22,t22,Periodic,21,0.000000,0.000700,0.000700,0.020000,,,0.020000,HARD,,
23,t23,Periodic,24,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
24,t24,Periodic,23,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,22,0.000000,0.002100,0.002100,0.010000,0.010000,0.030000,0.010000,HARD,,

