Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,2,0.000000,0.013700,0.013700,0.660000,0.660000,1.100000,0.660000,HARD,,
2,t02,Periodic,10,0.000000,0.002600,0.002600,0.150000,,,0.150000,HARD,,
3,t03,Aperiodic,8,0.000000,0.004500,0.004500,0.180000,0.180000,0.320000,0.180000,HARD,,
4,t04,Aperiodic,4,0.000000,0.019200,0.019200,0.260000,0.260000,0.440000,0.260000,HARD,,
5,t05,Periodic,17,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
6,t06,Periodic,9,0.000000,0.000400,0.000400,0.150000,,,0.150000,HARD,,
7,t07,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
8,t08,Periodic,24,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
9,t09,Periodic,23,0.000000,0.001000,0.001000,0.010000,,,0.010000,HARD,,
10,t10,Aperiodic,7,0.000000,0.046600,0.046600,0.200000,0.200000,0.340000,0.200000,HARD,,
11,t11,Aperiodic,1,0.000000,0.007100,0.007100,0.660000,0.660000,1.120000,0.660000,HARD,,
12,t12,Aperiodic,15,0.000000,0.001200,0.001200,0.070000,0.070000,0.130000,0.070000,HARD,,
13,t13,Aperiodic,16,0.000000,0.000100,0.000300,0.030000,0.030000,0.050000,0.030000,HARD,,
14,t14,Periodic,22,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,13,0.000000,0.002700,0.004700,0.080000,0.080000,0.140000,0.080000,HARD,,
16,t16,Periodic,21,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
17,t17,Aperiodic,5,0.000000,0.007500,0.007500,0.240000,0.240000,0.420000,0.240000,HARD,,
18,t18,Aperiodic,11,0.000000,0.019200,0.019200,0.100000,0.100000,0.180000,0.100000,HARD,,
19,t19,Periodic,20,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
20,t20,Aperiodic,12,0.000000,0.001900,0.001900,0.090000,0.090000,0.170000,0.090000,HARD,,
21,t21,Periodic,19,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
22,t22,Periodic,3,0.000000,0.032100,0.032100,0.420000,,,0.420000,HARD,,
23,t23,Aperiodic,6,0.000000,0.002700,0.002700,0.210000,0.210000,0.370000,0.210000,HARD,,
24,t24,Periodic,18,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,14,0.000000,0.000300,0.000300,0.070000,0.070000,0.130000,0.070000,HARD,,

