Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,8,0.000000,0.031500,0.031500,0.150000,0.150000,0.250000,0.150000,HARD,,
2,t02,Aperiodic,2,0.000000,0.060600,0.060600,0.270000,0.270000,0.470000,0.270000,HARD,,
3,t03,Aperiodic,11,0.000000,0.003400,0.003400,0.090000,0.090000,0.170000,0.090000,HARD,,
4,t04,Periodic,25,0.000000,0.001600,0.001600,0.010000,,,0.010000,HARD,,
5,t05,Periodic,24,0.000000,0.001600,0.001600,0.010000,,,0.010000,HARD,,
6,t06,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
7,t07,Periodic,22,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
8,t08,Aperiodic,10,0.000000,0.013700,0.022900,0.090000,0.090000,0.170000,0.090000,HARD,,
9,t09,Periodic,6,0.000000,0.013400,0.013400,0.180000,,,0.180000,HARD,,
10,t10,Periodic,13,0.000000,0.009700,0.009700,0.040000,,,0.040000,HARD,,
11,t11,Periodic,9,0.000000,0.013100,0.013100,0.090000,,,0.090000,HARD,,
12,t12,Periodic,21,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
13,t13,Aperiodic,20,0.000000,0.000900,0.000900,0.010000,0.010000,0.030000,0.010000,HARD,,
14,t14,Aperiodic,12,0.000000,0.009800,0.009800,0.040000,0.040000,0.080000,0.040000,HARD,,
15,t15,Aperiodic,7,0.000000,0.004100,0.004100,0.160000,0.160000,0.280000,0.160000,HARD,,
16,t16,Periodic,4,0.000000,0.021400,0.021400,0.210000,,,0.210000,HARD,,
17,t17,Aperiodic,19,0.000000,0.000600,0.001200,0.010000,0.010000,0.030000,0.010000,HARD,,
18,t18,Periodic,18,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
19,t19,Periodic,15,0.000000,0.000400,0.000400,0.020000,,,0.020000,HARD,,
20,t20,Aperiodic,5,0.000000,0.004400,0.004400,0.180000,0.180000,0.320000,0.180000,HARD,,
21,t21,Periodic,17,0.000000,0.001200,0.001200,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,1,0.000000,0.048700,0.048700,0.390000,0.390000,0.650000,0.390000,HARD,,
23,t23,Aperiodic,14,0.000000,0.011400,0.011400,0.030000,0.030000,0.070000,0.030000,HARD,,
24,t24,Aperiodic,3,0.000000,0.040400,0.040400,0.220000,0.220000,0.380000,0.220000,HARD,,
25,t25,Aperiodic,16,0.000000,0.005800,0.005800,0.010000,0.010000,0.030000,0.010000,HARD,,

