Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,18,0.000000,0.001300,0.001300,0.020000,0.020000,0.040000,0.020000,HARD,,
2,t02,Periodic,25,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
3,t03,Periodic,17,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
4,t04,Periodic,24,0.000000,0.001700,0.001700,0.010000,,,0.010000,HARD,,
5,t05,Aperiodic,8,0.000000,0.001100,0.001100,0.060000,0.060000,0.100000,0.060000,HARD,,
6,t06,Aperiodic,4,0.000000,0.006100,0.010300,0.180000,0.180000,0.320000,0.180000,HARD,,
7,t07,Aperiodic,23,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
8,t08,Aperiodic,16,0.000000,0.001800,0.003000,0.030000,0.030000,0.050000,0.030000,HARD,,
9,t09,Periodic,2,0.000000,0.009100,0.015300,0.200000,,,0.200000,HARD,,
10,t10,Aperiodic,6,0.000000,0.006900,0.006900,0.070000,0.070000,0.130000,0.070000,HARD,,
11,t11,Aperiodic,22,0.000000,0.000800,0.000800,0.010000,0.010000,0.030000,0.010000,HARD,,
12,t12,Aperiodic,15,0.000000,0.000100,0.000100,0.030000,0.030000,0.070000,0.030000,HARD,,
13,t13,Aperiodic,9,0.000000,0.003400,0.003400,0.050000,0.050000,0.090000,0.050000,HARD,,
14,t14,Periodic,5,0.000000,0.001100,0.001100,0.120000,,,0.120000,HARD,,
15,t15,Periodic,10,0.000000,0.003000,0.003000,0.040000,,,0.040000,HARD,,
16,t16,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
17,t17,Aperiodic,1,0.000000,0.031000,0.051800,0.730000,0.730000,1.230000,0.730000,HARD,,
18,t18,Aperiodic,3,0.000000,0.014000,0.014000,0.190000,0.190000,0.330000,0.190000,HARD,,
19,t19,Periodic,20,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
20,t20,Aperiodic,14,0.000000,0.000100,0.000100,0.030000,0.030000,0.070000,0.030000,HARD,,
21,t21,Periodic,13,0.000000,0.000200,0.000200,0.030000,,,0.030000,HARD,,
22,t22,Aperiodic,7,0.000000,0.002100,0.003700,0.060000,0.060000,0.100000,0.060000,HARD,,
23,t23,Periodic,12,0.000000,0.000700,0.001300,0.030000,,,0.030000,HARD,,
24,t24,Periodic,19,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
25,t25,Periodic,11,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,

