Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,15,0.000000,0.022300,0.022300,0.040000,0.040000,0.080000,0.040000,HARD,,
2,t02,Aperiodic,3,0.000000,0.062700,0.062700,0.470000,0.470000,0.790000,0.470000,HARD,,
3,t03,Aperiodic,4,0.000000,0.012500,0.012500,0.450000,0.450000,0.770000,0.450000,HARD,,
4,t04,Aperiodic,9,0.000000,0.017600,0.017600,0.160000,0.160000,0.280000,0.160000,HARD,,
5,t05,Aperiodic,10,0.000000,0.017400,0.017400,0.150000,0.150000,0.270000,0.150000,HARD,,
6,t06,Periodic,25,0.000000,0.001900,0.001900,0.010000,,,0.010000,HARD,,
7,t07,Periodic,11,0.000000,0.005100,0.005100,0.120000,,,0.120000,HARD,,
8,t08,Aperiodic,8,0.000000,0.031300,0.031300,0.170000,0.170000,0.290000,0.170000,HARD,,
9,t09,Periodic,24,0.000000,0.003400,0.003400,0.010000,,,0.010000,HARD,,
10,t10,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
11,t11,Aperiodic,2,0.000000,0.241000,0.241000,0.660000,0.660000,1.100000,0.660000,HARD,,
12,t12,Periodic,22,0.000000,0.002600,0.002600,0.010000,,,0.010000,HARD,,
13,t13,Aperiodic,14,0.000000,0.046400,0.046400,0.070000,0.070000,0.130000,0.070000,HARD,,
14,t14,Periodic,21,0.000000,0.006000,0.006000,0.010000,,,0.010000,HARD,,
15,t15,Aperiodic,6,0.000000,0.002400,0.002400,0.240000,0.240000,0.400000,0.240000,HARD,,
16,t16,Aperiodic,1,0.000000,0.294400,0.294400,0.740000,0.740000,1.240000,0.740000,HARD,,
17,t17,Periodic,20,0.000000,0.002600,0.002600,0.010000,,,0.010000,HARD,,
18,t18,Periodic,19,0.000000,0.001700,0.001700,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,13,0.000000,0.032100,0.032100,0.090000,0.090000,0.150000,0.090000,HARD,,
20,t20,Periodic,18,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
21,t21,Periodic,7,0.000000,0.129800,0.129800,0.210000,,,0.210000,HARD,,
22,t22,Periodic,12,0.000000,0.004300,0.007300,0.100000,,,0.100000,HARD,,
23,t23,Aperiodic,17,0.000000,0.007400,0.007400,0.010000,0.010000,0.030000,0.010000,HARD,,
24,t24,Periodic,16,0.000000,0.000900,0.000900,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,5,0.000000,0.078000,0.130200,0.300000,0.300000,0.520000,0.300000,HARD,,

