Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
2,t02,Aperiodic,5,0.000000,0.145300,0.145300,0.240000,0.240000,0.420000,0.240000,HARD,,
3,t03,Periodic,11,0.000000,0.011300,0.011300,0.040000,,,0.040000,HARD,,
4,t04,Periodic,10,0.000000,0.050300,0.050300,0.100000,,,0.100000,HARD,,
5,t05,Aperiodic,2,0.000000,0.147100,0.147100,0.510000,0.510000,0.870000,0.510000,HARD,,
6,t06,Periodic,24,0.000000,0.001800,0.001800,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,16,0.000000,0.011300,0.011300,0.020000,0.020000,0.040000,0.020000,HARD,,
8,t08,Aperiodic,8,0.000000,0.029400,0.029400,0.120000,0.120000,0.200000,0.120000,HARD,,
9,t09,Aperiodic,7,0.000000,0.001500,0.001500,0.210000,0.210000,0.370000,0.210000,HARD,,
10,t10,Periodic,15,0.000000,0.002800,0.002800,0.020000,,,0.020000,HARD,,
11,t11,Periodic,23,0.000000,0.002200,0.002200,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,4,0.000000,0.098400,0.098400,0.370000,0.370000,0.630000,0.370000,HARD,,
13,t13,Periodic,22,0.000000,0.003500,0.003500,0.010000,,,0.010000,HARD,,
14,t14,Periodic,9,0.000000,0.010500,0.017500,0.100000,,,0.100000,HARD,,
15,t15,Periodic,3,0.000000,0.094600,0.094600,0.460000,,,0.460000,HARD,,
16,t16,Aperiodic,12,0.000000,0.007200,0.007200,0.030000,0.030000,0.050000,0.030000,HARD,,
17,t17,Aperiodic,14,0.000000,0.001900,0.001900,0.020000,0.020000,0.040000,0.020000,HARD,,
18,t18,Aperiodic,6,0.000000,0.089500,0.089500,0.220000,0.220000,0.380000,0.220000,HARD,,
19,t19,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
20,t20,Aperiodic,20,0.000000,0.007500,0.007500,0.010000,0.010000,0.030000,0.010000,HARD,,
21,t21,Aperiodic,1,0.000000,0.026100,0.026100,0.580000,0.580000,0.980000,0.580000,HARD,,
22,t22,Aperiodic,13,0.000000,0.003100,0.003100,0.020000,0.020000,0.040000,0.020000,HARD,,
23,t23,Aperiodic,19,0.000000,0.000300,0.000300,0.010000,0.010000,0.030000,0.010000,HARD,,
24,t24,Periodic,18,0.000000,0.000800,0.001400,0.010000,,,0.010000,HARD,,
25,t25,Periodic,17,0.000000,0.007100,0.007100,0.010000,,,0.010000,HARD,,

