Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,13,0.000000,0.000400,0.000400,0.050000,,,0.050000,HARD,,
2,t02,Aperiodic,7,0.000000,0.049200,0.049200,0.110000,0.110000,0.190000,0.110000,HARD,,
3,t03,Periodic,25,0.000000,0.007300,0.007300,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,16,0.000000,0.035900,0.035900,0.040000,0.040000,0.080000,0.040000,HARD,,
5,t05,Aperiodic,8,0.000000,0.027600,0.027600,0.100000,0.100000,0.180000,0.100000,HARD,,
6,t06,Periodic,15,0.000000,0.000800,0.000800,0.040000,,,0.040000,HARD,,
7,t07,Periodic,19,0.000000,0.001500,0.001500,0.030000,,,0.030000,HARD,,
8,t08,Periodic,24,0.000000,0.004300,0.004300,0.010000,,,0.010000,HARD,,
9,t09,Aperiodic,4,0.000000,0.109100,0.181900,0.220000,0.220000,0.380000,0.220000,HARD,,
10,t10,Periodic,6,0.000000,0.009000,0.015000,0.150000,,,0.150000,HARD,,
11,t11,Periodic,23,0.000000,0.007800,0.007800,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,2,0.000000,0.090500,0.090500,0.240000,0.240000,0.420000,0.240000,HARD,,
13,t13,Aperiodic,10,0.000000,0.065100,0.065100,0.090000,0.090000,0.170000,0.090000,HARD,,
14,t14,Aperiodic,18,0.000000,0.025300,0.025300,0.030000,0.030000,0.050000,0.030000,HARD,,
15,t15,Aperiodic,9,0.000000,0.078600,0.078600,0.090000,0.090000,0.150000,0.090000,HARD,,
16,t16,Periodic,22,0.000000,0.005900,0.005900,0.010000,,,0.010000,HARD,,
17,t17,Periodic,5,0.000000,0.094600,0.094600,0.210000,,,0.210000,HARD,,
18,t18,Aperiodic,12,0.000000,0.030600,0.030600,0.060000,0.060000,0.100000,0.060000,HARD,,
19,t19,Aperiodic,1,0.000000,0.216800,0.216800,0.660000,0.660000,1.120000,0.660000,HARD,,
20,t20,Aperiodic,11,0.000000,0.005400,0.005400,0.080000,0.080000,0.140000,0.080000,HARD,,
21,t21,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,17,0.000000,0.010800,0.010800,0.030000,0.030000,0.050000,0.030000,HARD,,
23,t23,Periodic,14,0.000000,0.026800,0.026800,0.040000,,,0.040000,HARD,,
24,t24,Periodic,20,0.000000,0.005100,0.005100,0.020000,,,0.020000,HARD,,
25,t25,Aperiodic,3,0.000000,0.089200,0.089200,0.220000,0.220000,0.380000,0.220000,HARD,,

