Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,18,0.000000,0.027800,0.027800,0.030000,,,0.030000,HARD,,
2,t02,Aperiodic,6,0.000000,0.152900,0.152900,0.280000,0.280000,0.480000,0.280000,HARD,,
3,t03,Periodic,25,0.000000,0.003300,0.003300,0.010000,,,0.010000,HARD,,
4,t04,Periodic,24,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
5,t05,Periodic,19,0.000000,0.000600,0.001000,0.020000,,,0.020000,HARD,,
6,t06,Periodic,23,0.000000,0.008400,0.008400,0.010000,,,0.010000,HARD,,
7,t07,Aperiodic,17,0.000000,0.026800,0.026800,0.030000,0.030000,0.070000,0.030000,HARD,,
8,t08,Periodic,16,0.000000,0.012500,0.012500,0.030000,,,0.030000,HARD,,
9,t09,Aperiodic,5,0.000000,0.141200,0.141200,0.290000,0.290000,0.490000,0.290000,HARD,,
10,t10,Aperiodic,4,0.000000,0.075800,0.075800,0.340000,0.340000,0.580000,0.340000,HARD,,
11,t11,Periodic,22,0.000000,0.003400,0.003400,0.010000,,,0.010000,HARD,,
12,t12,Aperiodic,10,0.000000,0.016400,0.016400,0.090000,0.090000,0.150000,0.090000,HARD,,
13,t13,Periodic,21,0.000000,0.000800,0.000800,0.010000,,,0.010000,HARD,,
14,t14,Aperiodic,15,0.000000,0.006400,0.006400,0.030000,0.030000,0.050000,0.030000,HARD,,
15,t15,Aperiodic,9,0.000000,0.038900,0.038900,0.140000,0.140000,0.240000,0.140000,HARD,,
16,t16,Periodic,13,0.000000,0.019800,0.019800,0.040000,,,0.040000,HARD,,
17,t17,Periodic,7,0.000000,0.132500,0.132500,0.170000,,,0.170000,HARD,,
18,t18,Aperiodic,3,0.000000,0.156200,0.156200,0.420000,0.420000,0.700000,0.420000,HARD,,
19,t19,Aperiodic,2,0.000000,0.181600,0.302800,0.570000,0.570000,0.950000,0.570000,HARD,,
20,t20,Aperiodic,8,0.000000,0.082100,0.082100,0.140000,0.140000,0.240000,0.140000,HARD,,
21,t21,Aperiodic,12,0.000000,0.033000,0.033000,0.040000,0.040000,0.080000,0.040000,HARD,,
22,t22,Periodic,14,0.000000,0.002100,0.002100,0.030000,,,0.030000,HARD,,
23,t23,Aperiodic,1,0.000000,0.063600,0.063600,0.650000,0.650000,1.090000,0.650000,HARD,,
24,t24,Aperiodic,11,0.000000,0.044900,0.044900,0.050000,0.050000,0.090000,0.050000,HARD,,
25,t25,Periodic,20,0.000000,0.003400,0.003400,0.010000,,,0.010000,HARD,,

