Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,9,0.000000,0.002400,0.002400,0.300000,,,0.300000,HARD,,
2,t02,Periodic,35,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
3,t03,Aperiodic,10,0.000000,0.003700,0.003700,0.210000,0.210000,0.370000,0.210000,HARD,,
4,t04,Aperiodic,7,0.000000,0.033900,0.033900,0.430000,0.430000,0.730000,0.430000,HARD,,
5,t05,Periodic,34,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
6,t06,Periodic,11,0.000000,0.001300,0.001300,0.200000,,,0.200000,HARD,,
7,t07,Aperiodic,13,0.000000,0.003300,0.003300,0.150000,0.150000,0.250000,0.150000,HARD,,
8,t08,Periodic,23,0.000000,0.000800,0.000800,0.030000,,,0.030000,HARD,,
9,t09,Periodic,33,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
10,t10,Periodic,32,0.000000,0.000900,0.000900,0.010000,,,0.010000,HARD,,
11,t11,Aperiodic,18,0.000000,0.001300,0.001300,0.090000,0.090000,0.150000,0.090000,HARD,,
12,t12,Periodic,16,0.000000,0.003800,0.003800,0.120000,,,0.120000,HARD,,
13,t13,Aperiodic,31,0.000000,0.000100,0.000100,0.010000,0.010000,0.030000,0.010000,HARD,,
14,t14,Aperiodic,4,0.000000,0.010700,0.010700,0.570000,0.570000,0.950000,0.570000,HARD,,
15,t15,Aperiodic,3,0.000000,0.035300,0.035300,0.570000,0.570000,0.970000,0.570000,HARD,,
16,t16,Aperiodic,8,0.000000,0.020700,0.020700,0.330000,0.330000,0.570000,0.330000,HARD,,
17,t17,Aperiodic,6,0.000000,0.002000,0.002000,0.450000,0.450000,0.770000,0.450000,HARD,,
18,t18,Aperiodic,15,0.000000,0.012800,0.012800,0.120000,0.120000,0.220000,0.120000,HARD,,
19,t19,Periodic,22,0.000000,0.001200,0.002000,0.040000,,,0.040000,HARD,,
20,t20,Aperiodic,2,0.000000,0.042900,0.042900,0.630000,0.630000,1.050000,0.630000,HARD,,
21,t21,Periodic,12,0.000000,0.002100,0.002100,0.180000,,,0.180000,HARD,,
22,t22,Aperiodic,21,0.000000,0.000100,0.000100,0.040000,0.040000,0.080000,0.040000,HARD,,
23,t23,Periodic,25,0.000000,0.000400,0.000400,0.020000,,,0.020000,HARD,,
24,t24,Aperiodic,1,0.000000,0.034600,0.034600,0.670000,0.670000,1.130000,0.670000,HARD,,
25,t25,Periodic,30,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
26,t26,Periodic,24,0.000000,0.000600,0.000600,0.020000,,,0.020000,HARD,,
27,t27,Aperiodic,5,0.000000,0.001900,0.001900,0.480000,0.480000,0.820000,0.480000,HARD,,
28,t28,Periodic,29,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
29,t29,Aperiodic,20,0.000000,0.002100,0.003500,0.060000,0.060000,0.120000,0.060000,HARD,,
30,t30,Aperiodic,17,0.000000,0.001500,0.001500,0.090000,0.090000,0.170000,0.090000,HARD,,
31,t31,Periodic,28,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
32,t32,Periodic,27,0.000000,0.000400,0.000400,0.010000,,,0.010000,HARD,,
33,t33,Aperiodic,19,0.000000,0.002200,0.002200,0.060000,0.060000,0.120000,0.060000,HARD,,
34,t34,Aperiodic,14,0.000000,0.004800,0.004800,0.140000,0.140000,0.240000,0.140000,HARD,,
35,t35,Periodic,26,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,

