Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,19,0.000000,0.000100,0.000100,0.040000,0.040000,0.080000,0.040000,HARD,,
2,t02,Aperiodic,18,0.000000,0.000900,0.000900,0.040000,0.040000,0.080000,0.040000,HARD,,
3,t03,Periodic,35,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
4,t04,Aperiodic,34,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
5,t05,Aperiodic,8,0.000000,0.003800,0.003800,0.180000,0.180000,0.300000,0.180000,HARD,,
6,t06,Aperiodic,1,0.000000,0.011300,0.011300,0.700000,0.700000,1.180000,0.700000,HARD,,
7,t07,Periodic,3,0.000000,0.003600,0.003600,0.300000,,,0.300000,HARD,,
8,t08,Periodic,33,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
9,t09,Periodic,32,0.000000,0.000900,0.000900,0.010000,,,0.010000,HARD,,
10,t10,Periodic,23,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
11,t11,Aperiodic,21,0.000000,0.001800,0.003000,0.030000,0.030000,0.070000,0.030000,HARD,,
12,t12,Periodic,20,0.000000,0.000900,0.000900,0.030000,,,0.030000,HARD,,
13,t13,Aperiodic,9,0.000000,0.004000,0.004000,0.140000,0.140000,0.240000,0.140000,HARD,,
14,t14,Periodic,22,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
15,t15,Periodic,12,0.000000,0.000700,0.000700,0.080000,,,0.080000,HARD,,
16,t16,Aperiodic,31,0.000000,0.000500,0.000500,0.010000,0.010000,0.030000,0.010000,HARD,,
17,t17,Aperiodic,4,0.000000,0.000900,0.000900,0.290000,0.290000,0.490000,0.290000,HARD,,
18,t18,Periodic,30,0.000000,0.001300,0.001300,0.010000,,,0.010000,HARD,,
19,t19,Aperiodic,14,0.000000,0.001400,0.001400,0.070000,0.070000,0.130000,0.070000,HARD,,
20,t20,Aperiodic,13,0.000000,0.006700,0.006700,0.070000,0.070000,0.130000,0.070000,HARD,,
21,t21,Periodic,15,0.000000,0.000500,0.000500,0.060000,,,0.060000,HARD,,
22,t22,Periodic,29,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
23,t23,Aperiodic,11,0.000000,0.004000,0.004000,0.080000,0.080000,0.140000,0.080000,HARD,,
24,t24,Periodic,28,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
25,t25,Periodic,17,0.000000,0.003700,0.003700,0.040000,,,0.040000,HARD,,
26,t26,Periodic,10,0.000000,0.000800,0.001400,0.100000,,,0.100000,HARD,,
27,t27,Periodic,27,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
28,t28,Aperiodic,6,0.000000,0.002900,0.002900,0.250000,0.250000,0.430000,0.250000,HARD,,
29,t29,Aperiodic,2,0.000000,0.000800,0.000800,0.460000,0.460000,0.780000,0.460000,HARD,,
30,t30,Aperiodic,7,0.000000,0.009600,0.009600,0.180000,0.180000,0.300000,0.180000,HARD,,
31,t31,Periodic,16,0.000000,0.000900,0.000900,0.050000,,,0.050000,HARD,,
32,t32,Aperiodic,26,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
33,t33,Aperiodic,5,0.000000,0.004400,0.004400,0.270000,0.270000,0.450000,0.270000,HARD,,
34,t34,Aperiodic,25,0.000000,0.000200,0.000200,0.010000,0.010000,0.030000,0.010000,HARD,,
35,t35,Periodic,24,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,

