Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,7,0.000000,0.011500,0.011500,0.080000,0.080000,0.140000,0.080000,HARD,,
2,t02,Aperiodic,10,0.000000,0.011400,0.011400,0.050000,0.050000,0.090000,0.050000,HARD,,
3,t03,Periodic,6,0.000000,0.021700,0.021700,0.090000,,,0.090000,HARD,,
4,t04,Aperiodic,21,0.000000,0.019800,0.019800,0.020000,0.020000,0.040000,0.020000,HARD,,
5,t05,Periodic,14,0.000000,0.015000,0.015000,0.030000,,,0.030000,HARD,,
6,t06,Aperiodic,20,0.000000,0.001900,0.001900,0.020000,0.020000,0.040000,0.020000,HARD,,
7,t07,Periodic,13,0.000000,0.001600,0.001600,0.030000,,,0.030000,HARD,,
8,t08,Aperiodic,1,0.000000,0.037200,0.037200,0.300000,0.300000,0.520000,0.300000,HARD,,
9,t09,Periodic,25,0.000000,0.002200,0.002200,0.010000,,,0.010000,HARD,,
10,t10,Aperiodic,4,0.000000,0.039300,0.039300,0.180000,0.180000,0.320000,0.180000,HARD,,
11,t11,Periodic,19,0.000000,0.014100,0.014100,0.020000,,,0.020000,HARD,,
12,t12,Periodic,24,0.000000,0.004600,0.007800,0.010000,,,0.010000,HARD,,
13,t13,Periodic,18,0.000000,0.004400,0.004400,0.020000,,,0.020000,HARD,,
14,t14,Aperiodic,12,0.000000,0.017200,0.017200,0.030000,0.030000,0.050000,0.030000,HARD,,
15,t15,Aperiodic,17,0.000000,0.009400,0.009400,0.020000,0.020000,0.040000,0.020000,HARD,,
16,t16,Periodic,5,0.000000,0.035800,0.035800,0.110000,,,0.110000,HARD,,
17,t17,Aperiodic,16,0.000000,0.011100,0.011100,0.020000,0.020000,0.040000,0.020000,HARD,,
18,t18,Aperiodic,2,0.000000,0.096600,0.096600,0.270000,0.270000,0.450000,0.270000,HARD,,
19,t19,Periodic,15,0.000000,0.002200,0.003800,0.020000,,,0.020000,HARD,,
20,t20,Aperiodic,3,0.000000,0.006300,0.006300,0.180000,0.180000,0.300000,0.180000,HARD,,
21,t21,Periodic,23,0.000000,0.005400,0.005400,0.010000,,,0.010000,HARD,,
22,t22,Aperiodic,9,0.000000,0.008800,0.008800,0.060000,0.060000,0.100000,0.060000,HARD,,
23,t23,Periodic,11,0.000000,0.014900,0.014900,0.040000,,,0.040000,HARD,,
24,t24,Aperiodic,8,0.000000,0.023200,0.023200,0.060000,0.060000,0.120000,0.060000,HARD,,
25,t25,Periodic,22,0.000000,0.002400,0.002400,0.010000,,,0.010000,HARD,,

