Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,6,0.000000,0.006500,0.006500,0.240000,0.240000,0.400000,0.240000,HARD,,
2,t02,Periodic,17,0.000000,0.002500,0.002500,0.040000,,,0.040000,HARD,,
3,t03,Aperiodic,10,0.000000,0.001100,0.001100,0.100000,0.100000,0.180000,0.100000,HARD,,
4,t04,Aperiodic,11,0.000000,0.004500,0.004500,0.090000,0.090000,0.170000,0.090000,HARD,,
5,t05,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
6,t06,Aperiodic,13,0.000000,0.011300,0.011300,0.060000,0.060000,0.100000,0.060000,HARD,,
7,t07,Periodic,16,0.000000,0.000500,0.000500,0.040000,,,0.040000,HARD,,
8,t08,Aperiodic,21,0.000000,0.001400,0.001400,0.020000,0.020000,0.040000,0.020000,HARD,,
9,t09,Periodic,24,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
10,t10,Periodic,5,0.000000,0.006800,0.006800,0.260000,,,0.260000,HARD,,
11,t11,Periodic,4,0.000000,0.015100,0.015100,0.260000,,,0.260000,HARD,,
12,t12,Periodic,9,0.000000,0.001400,0.001400,0.130000,,,0.130000,HARD,,
13,t13,Aperiodic,8,0.000000,0.002400,0.002400,0.160000,0.160000,0.280000,0.160000,HARD,,
14,t14,Aperiodic,19,0.000000,0.003500,0.003500,0.030000,0.030000,0.070000,0.030000,HARD,,
15,t15,Periodic,18,0.000000,0.000200,0.000200,0.030000,,,0.030000,HARD,,
16,t16,Aperiodic,20,0.000000,0.000600,0.001000,0.020000,0.020000,0.040000,0.020000,HARD,,
17,t17,Periodic,12,0.000000,0.000400,0.000400,0.060000,,,0.060000,HARD,,
18,t18,Aperiodic,1,0.000000,0.009100,0.009100,0.520000,0.520000,0.880000,0.520000,HARD,,
19,t19,Periodic,23,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
20,t20,Periodic,15,0.000000,0.001200,0.001200,0.040000,,,0.040000,HARD,,
21,t21,Aperiodic,7,0.000000,0.015200,0.015200,0.190000,0.190000,0.330000,0.190000,HARD,,
22,t22,Aperiodic,14,0.000000,0.001400,0.001400,0.040000,0.040000,0.080000,0.040000,HARD,,
23,t23,Aperiodic,2,0.000000,0.005700,0.009500,0.350000,0.350000,0.590000,0.350000,HARD,,
24,t24,Periodic,22,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
25,t25,Aperiodic,3,0.000000,0.051300,0.051300,0.270000,0.270000,0.450000,0.270000,HARD,,

