Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,3,0.000000,0.006200,0.006200,0.360000,0.360000,0.620000,0.360000,HARD,,
2,t02,Aperiodic,18,0.000000,0.001000,0.001000,0.030000,0.030000,0.050000,0.030000,HARD,,
3,t03,Periodic,25,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
4,t04,Periodic,24,0.000000,0.000500,0.000500,0.010000,,,0.010000,HARD,,
5,t05,Aperiodic,5,0.000000,0.055800,0.055800,0.300000,0.300000,0.520000,0.300000,HARD,,
6,t06,Aperiodic,8,0.000000,0.003000,0.003000,0.180000,0.180000,0.320000,0.180000,HARD,,
7,t07,Periodic,23,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
8,t08,Aperiodic,17,0.000000,0.001100,0.001100,0.030000,0.030000,0.070000,0.030000,HARD,,
9,t09,Aperiodic,2,0.000000,0.018300,0.018300,0.450000,0.450000,0.750000,0.450000,HARD,,
10,t10,Periodic,1,0.000000,0.027100,0.027100,0.720000,,,0.720000,HARD,,
11,t11,Aperiodic,20,0.000000,0.001000,0.001000,0.020000,0.020000,0.040000,0.020000,HARD,,
12,t12,Periodic,14,0.000000,0.000600,0.000600,0.050000,,,0.050000,HARD,,
13,t13,Aperiodic,6,0.000000,0.004900,0.004900,0.240000,0.240000,0.420000,0.240000,HARD,,
14,t14,Periodic,16,0.000000,0.000600,0.000600,0.040000,,,0.040000,HARD,,
15,t15,Periodic,22,0.000000,0.000400,0.000800,0.010000,,,0.010000,HARD,,
16,t16,Periodic,21,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
17,t17,Periodic,19,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
18,t18,Periodic,13,0.000000,0.001800,0.003000,0.050000,,,0.050000,HARD,,
19,t19,Aperiodic,12,0.000000,0.000500,0.000500,0.050000,0.050000,0.090000,0.050000,HARD,,
20,t20,Aperiodic,11,0.000000,0.004400,0.004400,0.070000,0.070000,0.130000,0.070000,HARD,,
21,t21,Aperiodic,7,0.000000,0.011800,0.011800,0.230000,0.230000,0.390000,0.230000,HARD,,
22,t22,Periodic,10,0.000000,0.006800,0.006800,0.100000,,,0.100000,HARD,,
23,t23,Periodic,9,0.000000,0.003100,0.003100,0.120000,,,0.120000,HARD,,
24,t24,Aperiodic,4,0.000000,0.018100,0.018100,0.320000,0.320000,0.540000,0.320000,HARD,,
25,t25,Aperiodic,15,0.000000,0.001800,0.001800,0.040000,0.040000,0.080000,0.040000,HARD,,

