Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
2,t02,Periodic,20,0.000000,0.000900,0.001700,0.020000,,,0.020000,HARD,,
3,t03,Periodic,17,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
4,t04,Aperiodic,16,0.000000,0.001200,0.001200,0.030000,0.030000,0.050000,0.030000,HARD,,
5,t05,Periodic,6,0.000000,0.001500,0.001500,0.180000,,,0.180000,HARD,,
6,t06,Periodic,24,0.000000,0.000600,0.000600,0.010000,,,0.010000,HARD,,
7,t07,Periodic,5,0.000000,0.000100,0.000100,0.200000,,,0.200000,HARD,,
8,t08,Aperiodic,15,0.000000,0.002800,0.002800,0.030000,0.030000,0.050000,0.030000,HARD,,
9,t09,Periodic,19,0.000000,0.000600,0.000600,0.020000,,,0.020000,HARD,,
10,t10,Aperiodic,12,0.000000,0.001100,0.001100,0.070000,0.070000,0.130000,0.070000,HARD,,
11,t11,Periodic,9,0.000000,0.000700,0.000700,0.090000,,,0.090000,HARD,,
12,t12,Aperiodic,23,0.000000,0.000900,0.000900,0.010000,0.010000,0.030000,0.010000,HARD,,
13,t13,Periodic,22,0.000000,0.000700,0.000700,0.010000,,,0.010000,HARD,,
14,t14,Periodic,13,0.000000,0.002200,0.002200,0.060000,,,0.060000,HARD,,
15,t15,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
16,t16,Periodic,11,0.000000,0.001400,0.001400,0.080000,,,0.080000,HARD,,
17,t17,Periodic,18,0.000000,0.000100,0.000100,0.020000,,,0.020000,HARD,,
18,t18,Aperiodic,3,0.000000,0.008100,0.008100,0.240000,0.240000,0.420000,0.240000,HARD,,
19,t19,Periodic,10,0.000000,0.017000,0.017000,0.080000,,,0.080000,HARD,,
20,t20,Aperiodic,2,0.000000,0.018800,0.018800,0.390000,0.390000,0.670000,0.390000,HARD,,
21,t21,Aperiodic,14,0.000000,0.000100,0.000100,0.040000,0.040000,0.080000,0.040000,HARD,,
22,t22,Aperiodic,4,0.000000,0.027100,0.027100,0.230000,0.230000,0.390000,0.230000,HARD,,
23,t23,Aperiodic,1,0.000000,0.007500,0.007500,0.660000,0.660000,1.100000,0.660000,HARD,,
24,t24,Periodic,8,0.000000,0.001500,0.002500,0.120000,,,0.120000,HARD,,
25,t25,Aperiodic,7,0.000000,0.006400,0.006400,0.150000,0.150000,0.270000,0.150000,HARD,,

