Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Periodic,25,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
2,t02,Periodic,16,0.000000,0.000700,0.000700,0.030000,,,0.030000,HARD,,
3,t03,Periodic,10,0.000000,0.002900,0.002900,0.070000,,,0.070000,HARD,,
4,t04,Periodic,7,0.000000,0.005800,0.005800,0.120000,,,0.120000,HARD,,
5,t05,Periodic,24,0.000000,0.000200,0.000200,0.010000,,,0.010000,HARD,,
6,t06,Periodic,20,0.000000,0.001400,0.001400,0.020000,,,0.020000,HARD,,
7,t07,Aperiodic,15,0.000000,0.000600,0.000600,0.030000,0.030000,0.050000,0.030000,HARD,,
8,t08,Periodic,1,0.000000,0.023600,0.023600,0.420000,,,0.420000,HARD,,
9,t09,Periodic,23,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
10,t10,Periodic,19,0.000000,0.001700,0.001700,0.020000,,,0.020000,HARD,,
11,t11,Aperiodic,3,0.000000,0.014500,0.014500,0.210000,0.210000,0.350000,0.210000,HARD,,
12,t12,Periodic,22,0.000000,0.000300,0.000300,0.010000,,,0.010000,HARD,,
13,t13,Periodic,12,0.000000,0.001700,0.001700,0.040000,,,0.040000,HARD,,
14,t14,Periodic,9,0.000000,0.005100,0.008500,0.070000,,,0.070000,HARD,,
15,t15,Periodic,14,0.000000,0.002000,0.002000,0.030000,,,0.030000,HARD,,
16,t16,Periodic,21,0.000000,0.000100,0.000100,0.010000,,,0.010000,HARD,,
17,t17,Periodic,6,0.000000,0.006900,0.006900,0.120000,,,0.120000,HARD,,
18,t18,Periodic,18,0.000000,0.001100,0.001900,0.020000,,,0.020000,HARD,,
19,t19,Periodic,11,0.000000,0.000100,0.000100,0.040000,,,0.040000,HARD,,
20,t20,Periodic,13,0.000000,0.000100,0.000100,0.030000,,,0.030000,HARD,,
21,t21,Periodic,4,0.000000,0.004500,0.004500,0.200000,,,0.200000,HARD,,
22,t22,Aperiodic,2,0.000000,0.001500,0.001500,0.210000,0.210000,0.370000,0.210000,HARD,,
23,t23,Periodic,8,0.000000,0.000300,0.000300,0.100000,,,0.100000,HARD,,
24,t24,Periodic,17,0.000000,0.000200,0.000200,0.020000,,,0.020000,HARD,,
25,t25,Aperiodic,5,0.000000,0.008000,0.008000,0.150000,0.150000,0.270000,0.150000,HARD,,

