Run,countDM,numSol,ratioDM
1,0,40000,0.00000000000000000000
2,0,40000,0.00000000000000000000
3,15,40000,0.00037500000000000001
4,0,40000,0.00000000000000000000
5,0,40000,0.00000000000000000000
6,32,40000,0.00080000000000000004
7,65,40000,0.00162499999999999993
8,74,40000,0.00185000000000000008
9,1,40000,0.00002500000000000000
10,7,40000,0.00017500000000000000
11,6,40000,0.00014999999999999999
12,1,40000,0.00002500000000000000
13,0,40000,0.00000000000000000000
14,0,40000,0.00000000000000000000
15,0,40000,0.00000000000000000000
16,0,40000,0.00000000000000000000
17,33,40000,0.00082500000000000000
18,0,40000,0.00000000000000000000
19,1,40000,0.00002500000000000000
20,12,40000,0.00029999999999999997
21,8,40000,0.00020000000000000001
22,9,40000,0.00022499999999999999
23,10,40000,0.00025000000000000001
24,30,40000,0.00075000000000000002
25,13,40000,0.00032499999999999999
26,81,40000,0.00202499999999999989
27,2,40000,0.00005000000000000000
28,0,40000,0.00000000000000000000
29,20,40000,0.00050000000000000001
30,22,40000,0.00055000000000000003
31,5,40000,0.00012500000000000000
32,0,40000,0.00000000000000000000
33,4,40000,0.00010000000000000000
34,11,40000,0.00027500000000000002
35,127,40000,0.00317499999999999987
36,7,40000,0.00017500000000000000
37,0,40000,0.00000000000000000000
38,444,40000,0.01110000000000000049
39,36,40000,0.00089999999999999998
40,13,40000,0.00032499999999999999
41,0,40000,0.00000000000000000000
42,0,40000,0.00000000000000000000
43,6,40000,0.00014999999999999999
44,137,40000,0.00342500000000000009
45,30,40000,0.00075000000000000002
46,3,40000,0.00007499999999999999
47,2,40000,0.00005000000000000000
48,3,40000,0.00007499999999999999
49,8,40000,0.00020000000000000001
50,21,40000,0.00052499999999999997
