Task ID, Task Name,Task Type,Task Priority,Offset,Duration min,Duration max,Task Period (ms),Minimum interarrival-time (ms),Maximum Interarrival time,Task Deadline, Deadline Type, Dependencies, Triggers
1,t01,Aperiodic,10,0.000000,0.000800,0.000800,0.010000,0.010000,0.030000,0.010000,HARD,,
2,t02,Aperiodic,1,0.000000,0.022000,0.022000,0.180000,0.180000,0.320000,0.180000,HARD,,
3,t03,Periodic,4,0.000000,0.003600,0.006200,0.120000,,,0.120000,HARD,,
4,t04,Aperiodic,5,0.000000,0.003200,0.005400,0.040000,0.040000,0.080000,0.040000,HARD,,
5,t05,Aperiodic,3,0.000000,0.011300,0.011300,0.170000,0.170000,0.290000,0.170000,HARD,,
6,t06,Periodic,9,0.000000,0.002300,0.002300,0.010000,,,0.010000,HARD,,
7,t07,Periodic,2,0.000000,0.010800,0.010800,0.170000,,,0.170000,HARD,,
8,t08,Periodic,7,0.000000,0.000300,0.000300,0.020000,,,0.020000,HARD,,
9,t09,Aperiodic,6,0.000000,0.004200,0.004200,0.030000,0.030000,0.070000,0.030000,HARD,,
10,t10,Periodic,8,0.000000,0.002100,0.002100,0.010000,,,0.010000,HARD,,

